SID:009,2,GARU1C,RW09, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0870,    ,+,00670,     ,05000, ,   ,    ,   ,PE,HL,D,B, , , , ;
SID:020,2,GARU1C,RW09,D087O,HL,P,C,E   , ,   ,CF, ,TPI,HL,D, ,      ,0873,0169,0870,0130,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GARU1C,RW09,KHOMS,HL,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GARU1C,RW09,GARUS,HL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GASR1C,RW09,G,HL,D,B,EY  , ,   ,CF, ,TPI,HL,D, ,      ,0873,0030,0870,0010,+,00670,     ,05000, ,   ,    ,   ,PE,HL,D,B, , , , ;
SID:020,2,GASR1C,RW09,ZAW,HL,D, ,V   ,L,   ,CF,Y,TPI,HL,D, ,      ,2843,0249,2800,0280,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GASR1C,RW09,GASRI,DT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GASR1G,RW27,TW,HL,D,B,E   , ,   ,CF, ,TPI,HL,D, ,      ,2673,0034,2670,0058, ,     ,     ,05000, ,   ,    ,   ,TW,HL,D,B, , , , ;
SID:020,2,GASR1G,RW27,ZAW,HL,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GASR1G,RW27,GASRI,DT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GRT1C,RW09,G,HL,D,B,EY  , ,   ,CF, ,TPI,HL,D, ,      ,0873,0030,0870,0010,+,00670,     ,05000, ,   ,    ,   ,PE,HL,D,B, , , , ;
SID:020,2,GRT1C,RW09,ABU,HL,D, ,V   ,R,   ,CF, ,TPI,HL,D, ,      ,1658,0123,2000,0100,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GRT1C,RW09,TAWUS,HL,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GRT1C,RW09,GRT,HL,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GRT1G,RW27,D,HL,D,B,E   , ,   ,CF, ,TPI,HL,D, ,      ,2763,0000,2670,0025, ,     ,     ,05000, ,   ,    ,   ,TW,HL,D,B, , , , ;
SID:015,2,GRT1G,RW27, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,1770,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,GRT1G,RW27,ABU,HL,D, ,V   , ,   ,CF, ,TPI,HL,D, ,      ,1658,0123,1470,0100,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GRT1G,RW27,TAWUS,HL,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GRT1G,RW27,GRT,HL,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IZD1C,RW09,G,HL,D,B,EY  , ,   ,CF, ,TPI,HL,D, ,      ,0873,0030,0870,0010,+,00670,     ,05000, ,   ,    ,   ,PE,HL,D,B, , , , ;
SID:020,2,IZD1C,RW09,ABU,HL,D, ,V   ,R,   ,CF, ,TPI,HL,D, ,      ,1658,0123,2000,0100,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IZD1C,RW09,GWASM,HL,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,IZD1C,RW09,IZD,HL,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IZD1G,RW27,TW,HL,D,B,E   , ,   ,CF, ,TPI,HL,D, ,      ,2673,0034,2670,0058, ,     ,     ,05000, ,   ,    ,   ,TW,HL,D,B, , , , ;
SID:020,2,IZD1G,RW27,D222O,HL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IZD1G,RW27,SAKKR,HL,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,IZD1G,RW27,IZD,HL,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:009,2,MIS1C,RW09, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0870,    ,+,00670,     ,05000, ,   ,    ,   ,PE,HL,D,B, , , , ;
SID:020,2,MIS1C,RW09,D087O,HL,P,C,E   , ,   ,CF, ,TPI,HL,D, ,      ,0873,0169,0870,0130,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MIS1C,RW09,KHOMS,HL,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,MIS1C,RW09,MIS,HL,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MIS1G,RW27,D,HL,D,B,E   , ,   ,CF, ,TPI,HL,D, ,      ,2763,0000,2670,0025, ,     ,     ,05000, ,   ,    ,   ,TW,HL,D,B, , , , ;
