SID:010,5,BAVE2Z,RW24L, , , , ,    , ,   ,VD, ,JOA,LE,D, ,      ,    ,    ,2370,0040, ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,5,BAVE2Z,RW24L,BAKAX,LE,E,A,E   , ,   ,CF, ,JOA,LE,D, ,      ,2360,0120,2360,0080,+,02000,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,5,BAVE2Z,RW24L,BITLO,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BAVE2Z,RW24L,BAVER,LE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BAVE3S,RW06L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0570,    ,+,00430,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,5,BAVE3S,RW06L,D062H,LE,P,C,E   , ,   ,CF, ,JOA,LE,D, ,      ,0620,0080,0620,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BAVE3S,RW06L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0620,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BAVE3S,RW06L,PETAM,LE,P,C,EYC ,L,   ,AF, ,MJV,LE,D, ,      ,3580,0150,0340,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:050,5,BAVE3S,RW06L,NITRU,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BAVE3S,RW06L,BAVER,LE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BAVE3T,RW06R, , , , ,    , ,   ,VD, ,JOA,LE,D, ,      ,    ,    ,0570,0080, ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:030,5,BAVE3T,RW06R, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0570,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BAVE3T,RW06R,PETAM,LE,P,C,EYC ,L,   ,AF, ,MJV,LE,D, ,      ,3580,0150,0340,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:050,5,BAVE3T,RW06R,NITRU,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BAVE3T,RW06R,BAVER,LE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BAVE4A,RW24R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2370,    ,+,00430,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,5,BAVE4A,RW24R,BAKAX,LE,E,A,E   , ,   ,CF, ,JOA,LE,D, ,      ,2360,0120,2360,0100,+,02000,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,5,BAVE4A,RW24R,BITLO,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BAVE4A,RW24R,BAVER,LE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BAVE5B,RW06R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0570,    ,+,00430,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,BAVE5B,RW06R, , , , ,    , ,   ,VD, ,JOA,LE,D, ,      ,    ,    ,0730,0025,+,00600,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,BAVE5B,RW06R,D090L,LE,P,C,E   , ,   ,CF, ,JOA,LE,D, ,      ,0900,0120,0900,0100, ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,2,BAVE5B,RW06R, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0900,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BAVE5B,RW06R,ADROL,LE,E,A,E   ,R,   ,AF, ,MJV,LE,D, ,      ,1639,0150,0590,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,BAVE5B,RW06R,IZA,LE,D,B,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,BAVE5B,RW06R,BAVER,LE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BAVE5G,RW06L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0570,    ,+,00430,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,BAVE5G,RW06L,D073B,LE,P,C,EY  , ,   ,CF, ,JOA,LE,D, ,      ,0730,0018,0730,0020,+,00600,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,BAVE5G,RW06L,D090L,LE,P,C,E   , ,   ,CF, ,JOA,LE,D, ,      ,0900,0120,0900,0100, ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,2,BAVE5G,RW06L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0900,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BAVE5G,RW06L,ADROL,LE,E,A,E   ,R,   ,AF, ,MJV,LE,D, ,      ,1639,0150,0590,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,BAVE5G,RW06L,IZA,LE,D,B,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,BAVE5G,RW06L,BAVER,LE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CDP2E,RW06R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0570,    ,+,00430,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,CDP2E,RW06R, , , , ,    , ,   ,VD, ,JOA,LE,D, ,      ,    ,    ,0730,0025,+,00600,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,CDP2E,RW06R,D090I,LE,P,C,E   , ,   ,CF, ,JOA,LE,D, ,      ,0900,0085,0900,0060, ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,2,CDP2E,RW06R,CDP,LE,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
