SID:050,5,MUTA1R,RW18,MUTAB,OY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MUTA2R,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3590,    ,+,07620,     ,13000, ,   ,    ,   ,SAA,OY,D, , , , , ;
SID:020,5,MUTA2R,RW36,NIBAL,OY,P,C,E   , ,   ,CF, ,SAA,OY,D, ,      ,3576,0112,3590,0110,+,09500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MUTA2R,RW36,MUTAB,OY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PAVE1R,RW18,RWY36,OY,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,07660,     ,13000, ,   ,    ,   ,SAA,OY,D, , , , , ;
SID:020,5,PAVE1R,RW18,SN501,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10750,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,PAVE1R,RW18,SN502,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,PAVE1R,RW18,SN503,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,PAVE1R,RW18,PAVEN,OY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,RAML1R,RW18,RWY36,OY,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,07660,     ,13000,-,185,    ,   ,SAA,OY,D, , , , , ;
SID:020,5,RAML1R,RW18,SN701,OY,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,09460,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,RAML1R,RW18,RAMLO,OY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SOKA1R,RW18,RWY36,OY,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,07660,     ,13000, ,   ,    ,   ,SAA,OY,D, , , , , ;
SID:020,5,SOKA1R,RW18,SN501,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10750,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,SOKA1R,RW18,SN502,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,SOKA1R,RW18,SN503,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,SOKA1R,RW18,SOKAT,OY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,XABI1R,RW18,RWY36,OY,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,07660,     ,13000,-,185,    ,   ,SAA,OY,D, , , , , ;
SID:020,5,XABI1R,RW18,SN701,OY,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,09460,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,XABI1R,RW18,SN702,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11690,     ,     ,-,240,    ,   , , , , , , , , ;
SID:040,5,XABI1R,RW18,XABIP,OY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,XABI2R,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3590,    ,+,07620,     ,13000, ,   ,    ,   ,SAA,OY,D, , , , , ;
SID:020,5,XABI2R,RW36,NIBAL,OY,P,C,E   , ,   ,CF, ,SAA,OY,D, ,      ,3576,0112,3590,0110,+,09500,     ,     ,-,185,    ,   , , , , , , , , ;
SID:030,5,XABI2R,RW36,XABIP,OY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,GOBL1A,RW18,GOBLO,OY,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL170,     ,15000, ,   ,    ,   ,SAA,OY,D, , , , , ;
STAR:030,2,GOBL1A,RW18,D282U,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,GOBL1A,RW18, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1020,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,2,GOBL1A,RW18,D310R,OY,P,C,EE  ,R,   ,AF, ,SAA,OY,D, ,      ,3100,0180,2820,    , ,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,GOBL1B,ALL,GOBLO,OY,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL180,     ,15000, ,   ,    ,   ,SAA,OY,D, , , , , ;
STAR:020,2,GOBL1B,ALL,SAA,OY,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,GOBL1B,ALL,NIBAL,OY,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,GOBL1C,RW18,GOBLO,OY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL170,     ,15000, ,   ,    ,   ,SAA,OY,D, , , , , ;
STAR:030,5,GOBL1C,RW18,SN603,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL150,     ,     ,-,240,    ,   , , , , , , , , ;
STAR:040,5,GOBL1C,RW18,SN601,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,GOBL1C,RW18,SN600,OY,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,IMSI1A,ALL,IMSIL,OY,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL170,     ,15000, ,   ,    ,   ,SAA,OY,D, , , , , ;
STAR:020,2,IMSI1A,ALL,D310T,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,IMSI1A,ALL, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1300,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,IMSI1A,ALL,D352R,OY,P,C,E   ,R,   ,AF, ,SAA,OY,D, ,      ,3520,0180,3100,    , ,12000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:045,2,IMSI1A,ALL,D359O,OY,P,C,E   , ,   ,CF, ,SAA,OY,D, ,      ,3577,0150,1790,0020, ,11000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,2,IMSI1A,ALL,NIBAL,OY,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,IMSI1B,ALL,IMSIL,OY,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL180,     ,15000, ,   ,    ,   ,SAA,OY,D, , , , , ;
STAR:020,2,IMSI1B,ALL,SAA,OY,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,IMSI1B,ALL,NIBAL,OY,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,IMSI1C,RW18,IMSIL,OY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL170,     ,15000, ,   ,    ,   ,SAA,OY,D, , , , , ;
STAR:020,5,IMSI1C,RW18,SN604,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL150,     ,     ,-,240,    ,   , , , , , , , , ;
STAR:030,5,IMSI1C,RW18,SN601,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,IMSI1C,RW18,SN600,OY,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ITOL1A,RW18,ITOLI,OY,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL200,     ,15000, ,   ,    ,   ,SAA,OY,D, , , , , ;
STAR:020,2,ITOL1A,RW18,D090U,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,ITOL1A,RW18, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2700,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,ITOL1A,RW18,D053R,OY,P,C,EE  ,L,   ,AF, ,SAA,OY,D, ,      ,0530,0180,0900,    , ,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ITOL1B,ALL,ITOLI,OY,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL210,     ,15000, ,   ,    ,   ,SAA,OY,D, , , , , ;
STAR:020,2,ITOL1B,ALL,SAA,OY,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,ITOL1B,ALL,NIBAL,OY,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ITOL1C,RW18,ITOLI,OY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL170,     ,15000, ,   ,    ,   ,SAA,OY,D, , , , , ;
STAR:020,5,ITOL1C,RW18,SN606,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL150,     ,     ,-,240,    ,   , , , , , , , , ;
STAR:030,5,ITOL1C,RW18,SN602,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ITOL1C,RW18,SN600,OY,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,LUDO1A,ALL,LUDOX,OY,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL170,     ,15000, ,   ,    ,   ,SAA,OY,D, , , , , ;
STAR:020,2,LUDO1A,ALL,D254T,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,LUDO1A,ALL, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0740,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,LUDO1A,ALL,D310R,OY,P,C,EE  ,R,   ,AF, ,SAA,OY,D, ,      ,3100,0180,2540,    , ,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,LUDO1B,ALL,LUDOX,OY,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL180,     ,15000, ,   ,    ,   ,SAA,OY,D, , , , , ;
STAR:020,2,LUDO1B,ALL,SAA,OY,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,LUDO1B,ALL,NIBAL,OY,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,LUDO1C,RW18,LUDOX,OY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL170,     ,15000, ,   ,    ,   ,SAA,OY,D, , , , , ;
STAR:020,5,LUDO1C,RW18,SN603,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL150,     ,     ,-,240,    ,   , , , , , , , , ;
STAR:030,5,LUDO1C,RW18,SN601,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,LUDO1C,RW18,SN600,OY,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,MUTA1A,ALL,MUTAB,OY,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL170,     ,15000, ,   ,    ,   ,SAA,OY,D, , , , , ;
STAR:020,2,MUTA1A,ALL,D053T,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,MUTA1A,ALL, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2330,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,MUTA1A,ALL,D005R,OY,P,C,E   ,L,   ,AF, ,SAA,OY,D, ,      ,0050,0180,0530,    , ,12000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:045,2,MUTA1A,ALL,D359O,OY,P,C,E   , ,   ,CF, ,SAA,OY,D, ,      ,3577,0150,1790,0020, ,11000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,2,MUTA1A,ALL,NIBAL,OY,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,MUTA1B,ALL,MUTAB,OY,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL180,     ,15000, ,   ,    ,   ,SAA,OY,D, , , , , ;
STAR:020,2,MUTA1B,ALL,SAA,OY,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,MUTA1B,ALL,NIBAL,OY,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,MUTA1C,RW18,MUTAB,OY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL170,     ,15000, ,   ,    ,   ,SAA,OY,D, , , , , ;
STAR:020,5,MUTA1C,RW18,SN606,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL150,     ,     ,-,240,    ,   , , , , , , , , ;
STAR:030,5,MUTA1C,RW18,SN602,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,MUTA1C,RW18,SN600,OY,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,MUTA2C,RW36,MUTAB,OY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL170,     ,15000, ,   ,    ,   ,SAA,OY,D, , , , , ;
STAR:020,5,MUTA2C,RW36,SN506,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,MUTA2C,RW36,SN504,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     ,-,200,    ,   , , , , , , , , ;
STAR:040,5,MUTA2C,RW36,SN502,OY,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,12800,     ,     ,-,170,    ,   , , , , , , , , ;
STAR:010,2,PAVE1A,ALL,PAVEN,OY,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL170,     ,15000, ,   ,    ,   ,SAA,OY,D, , , , , ;
STAR:020,2,PAVE1A,ALL,SAA,OY,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,PAVE1A,ALL,NIBAL,OY,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,12000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,PAVE1B,ALL,PAVEN,OY,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL180,     ,15000, ,   ,    ,   ,SAA,OY,D, , , , , ;
STAR:020,2,PAVE1B,ALL,SAA,OY,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,PAVE1B,ALL,NIBAL,OY,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,PAVE1C,RW18,PAVEN,OY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL170,     ,15000, ,   ,    ,   ,SAA,OY,D, , , , , ;
STAR:020,5,PAVE1C,RW18,SN503,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL150,     ,     ,-,240,    ,   , , , , , , , , ;
STAR:030,5,PAVE1C,RW18,SN607,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,PAVE1C,RW18,SN602,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,PAVE1C,RW18,SN600,OY,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,PAVE2C,RW36,PAVEN,OY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL170,     ,15000, ,   ,    ,   ,SAA,OY,D, , , , , ;
STAR:020,5,PAVE2C,RW36,SN503,OY,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL150,     ,     , ,240,    ,   , , , , , , , , ;
STAR:030,5,PAVE2C,RW36,SN502,OY,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,12800,     ,     ,-,170,    ,   , , , , , , , , ;
STAR:010,2,RAML1A,ALL,RAMLO,OY,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL170,     ,15000, ,   ,    ,   ,SAA,OY,D, , , , , ;
STAR:020,2,RAML1A,ALL,SAA,OY,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,RAML1A,ALL,NIBAL,OY,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,12000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,RAML1B,ALL,RAMLO,OY,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL180,     ,15000, ,   ,    ,   ,SAA,OY,D, , , , , ;
STAR:020,2,RAML1B,ALL,SAA,OY,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,RAML1B,ALL,NIBAL,OY,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,RAML1C,RW18,RAMLO,OY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL170,     ,15000, ,   ,    ,   ,SAA,OY,D, , , , , ;
STAR:020,5,RAML1C,RW18,SN603,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL150,     ,     ,-,240,    ,   , , , , , , , , ;
STAR:030,5,RAML1C,RW18,SN601,OY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,RAML1C,RW18,SN600,OY,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
