SID:010,5,ARIT1A,RW18,OLBET,WA,P,C,E   , ,010,CF, ,MNO,WA,D, ,      ,1827,0041,1820,0030, ,     ,     ,11000, ,   ,    ,   ,WAMM,WA,P,A, , , , ;
SID:020,5,ARIT1A,RW18,MEVET,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ARIT1A,RW18,PORIL,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ARIT1A,RW18,AGTUS,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ARIT1A,RW18,NUTGI,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ARIT1A,RW18,ARITO,WA,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ARIT1B,RW36, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3550,    ,+,00740,     ,11000,-,250,    ,   ,WAMM,WA,P,A, , , , ;
SID:020,5,ARIT1B,RW36,TANEG,WA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,ARIT1B,RW36,BISOT,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ARIT1B,RW36,ASEPA,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ARIT1B,RW36,GOLAG,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ARIT1B,RW36,IKETA,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ARIT1B,RW36,NIROM,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ARIT1B,RW36,ARITO,WA,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BOND1C,RW18, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1820,    ,+,00830,     ,11000, ,   ,    ,   ,MNO,WA,D, , , , , ;
SID:020,2,BOND1C,RW18,MD,WA,D,B,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BOND1C,RW18,MD,WA,D,B,E   , ,   ,FA, ,MNO,WA,D, ,      ,2304,0070,2700,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BOND1C,RW18, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,0240,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BOND1C,RW18,BONDA,WA,E,A,EEC , ,   ,CF, ,MNO,WA,D, ,      ,3545,0294,3540,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BOND1D,RW36,D359B,WA,P,C,E   , ,   ,CF, ,MNO,WA,D, ,      ,3589,0015,0020,0020,+,00675,     ,11000, ,   ,    ,   ,MNO,WA,D, , , , , ;
SID:020,2,BOND1D,RW36,D309D,WA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,     ,-,185,    ,   , , , , , , , , ;
SID:030,2,BOND1D,RW36,D309D,WA,P,C,E   , ,   ,FA, ,MNO,WA,D, ,      ,3090,0036,3090,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BOND1D,RW36, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0240,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BOND1D,RW36,BONDA,WA,E,A,EEC , ,   ,CF, ,MNO,WA,D, ,      ,3545,0294,3540,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DIAN1A,RW18,OLBET,WA,P,C,E   , ,010,CF, ,MNO,WA,D, ,      ,1827,0041,1820,0030, ,     ,     ,11000, ,   ,    ,   ,WAMM,WA,P,A, , , , ;
SID:020,5,DIAN1A,RW18,MEVET,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DIAN1A,RW18,PORIL,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DIAN1A,RW18,AGTUS,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DIAN1A,RW18,MOSGA,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,DIAN1A,RW18,DIANI,WA,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DIAN1B,RW36, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,3550,    ,+,00740,     ,11000,-,250,    ,   ,WAMM,WA,P,A, , , , ;
SID:020,5,DIAN1B,RW36,TANEG,WA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,DIAN1B,RW36,BISOT,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DIAN1B,RW36,ASEPA,WA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DIAN1B,RW36,DIANI,WA,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GONT1A,RW18, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1820,    ,+,00830,     ,11000, ,   ,    ,   ,MNO,WA,D, , , , , ;
