SID:010,2,AXANI1,RW13, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1330,    ,+,00540,     ,18500, ,   ,    ,   ,REX,MM,D, , , , , ;
SID:020,2,AXANI1,RW13,REX,MM,D, ,V   , ,   ,FD, ,REX,MM,D, ,      ,0000,0000,1330,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AXANI1,RW13, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1330,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,AXANI1,RW13,D189J,MM,P,C,E   ,R,   ,AF, ,REX,MM,D, ,      ,1882,0100,1330,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,AXANI1,RW13,AXANI,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CAMUI1,RW31, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3130,    ,+,00540,     ,18500, ,   ,    ,   ,REX,MM,D, , , , , ;
SID:020,2,CAMUI1,RW31,REX,MM,D, ,V   , ,   ,FD, ,REX,MM,D, ,      ,0000,0000,3130,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CAMUI1,RW31, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3130,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,CAMUI1,RW31,D279J,MM,P,C,E   ,L,   ,AF, ,REX,MM,D, ,      ,2790,0100,3130,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,CAMUI1,RW31,CAMUI,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IRBID1,RW13, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1330,    ,+,00540,     ,18500, ,   ,    ,   ,REX,MM,D, , , , , ;
SID:020,2,IRBID1,RW13,REX,MM,D, ,V   , ,   ,FD, ,REX,MM,D, ,      ,0000,0000,1330,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IRBID1,RW13, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1330,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,IRBID1,RW13,D103J,MM,P,C,E   ,L,   ,AF, ,REX,MM,D, ,      ,1023,0100,1330,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,IRBID1,RW13,IRBID,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ONDEV1,RW13, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1330,    ,+,00540,     ,18500, ,   ,    ,   ,REX,MM,D, , , , , ;
SID:020,2,ONDEV1,RW13,REX,MM,D, ,V   , ,   ,FD, ,REX,MM,D, ,      ,0000,0000,1330,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ONDEV1,RW13, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1330,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ONDEV1,RW13,D167J,MM,P,C,E   ,R,   ,AF, ,REX,MM,D, ,      ,1667,0100,1330,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ONDEV1,RW13,ONDEV,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,REALA1,RW31, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3130,    ,+,00540,     ,18500, ,   ,    ,   ,REX,MM,D, , , , , ;
SID:020,2,REALA1,RW31,REX,MM,D, ,V   , ,   ,FD, ,REX,MM,D, ,      ,0000,0000,3130,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,REALA1,RW31, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3130,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,REALA1,RW31,D255J,MM,P,C,E   ,L,   ,AF, ,REX,MM,D, ,      ,2544,0100,3130,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,REALA1,RW31,REALA,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,REX3A,RW13, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1330,    ,+,00540,     ,18500, ,   ,    ,   ,REX,MM,D, , , , , ;
SID:020,2,REX3A,RW13,REX,MM,D, ,V   , ,   ,FD, ,REX,MM,D, ,      ,0000,0000,1330,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,REX3A,RW13,REX,MM,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,REX3B,RW31, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3130,    ,+,00540,     ,18500, ,   ,    ,   ,REX,MM,D, , , , , ;
SID:020,2,REX3B,RW31,REX,MM,D, ,V   , ,   ,FD, ,REX,MM,D, ,      ,0000,0000,3130,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,REX3B,RW31,REX,MM,D, ,VE H,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D13-1,REX,REX,MM,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,19500, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D13-1,REX,REX,MM,D, ,V   , ,   ,FD, ,REX,MM,D, ,      ,0000,0000,2930,0080,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D13-1,REX,CF13,MM,P,C,EE  ,R,   ,CF,Y,REX,MM,D, ,      ,3130,0080,1330,0010,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D13-1, ,CF13,MM,P,C,E  I, ,   ,IF, ,REX,MM,D, ,      ,3130,0080,    ,    ,+,01500,     ,19500, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D13-1, ,FF13,MM,P,C,E  F, ,   ,CF, ,REX,MM,D, ,      ,3130,0050,1330,0030,+,01000,     ,     , ,   ,    ,   ,REX,MM,D, , ,0, ,S;
APPCH:030,D,D13-1, ,RW13,MM,P,G,G  M, ,   ,CF, ,REX,MM,D, ,      ,3273,0003,1330,0047, ,00189,     ,     , ,   ,-300,   , , , , , ,0, ,S;
