APPCH:010,A,D05-Z,JDP1,JDP,VI,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D05-Z,JDP1,JDP,VI,D, ,V   , ,   ,FD, ,JDP,VI,D, ,      ,0000,0000,1920,0085,+,02600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D05-Z,JDP1,FD05Z,VI,P,C,EE  ,R,   ,CF,Y,JDP,VI,D, ,      ,2200,0063,0400,0030,+,02600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D05-Z,JDP2,JDP,VI,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D05-Z,JDP2,JDP,VI,D, ,V   , ,   ,FD, ,JDP,VI,D, ,      ,0000,0000,2080,0085,+,02600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D05-Z,JDP2,FD05Z,VI,P,C,EE  ,R,   ,CF,Y,JDP,VI,D, ,      ,2200,0063,0400,0030,+,02600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D05-Z, ,FD05Z,VI,P,C,E  F, ,   ,IF, ,JDP,VI,D, ,      ,2200,0063,    ,    ,+,02600,     ,     , ,   ,    ,   ,JDP,VI,D, , ,0, ,S;
APPCH:030,D,D05-Z, ,MD05Z,VI,P,C,E  M, ,   ,CF, ,JDP,VI,D, ,      ,2200,0010,0400,0053, ,00920,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D05-Z, ,JDP,VI,D, ,V M , ,   ,CF, ,JDP,VI,D, ,      ,0000,0000,0400,0010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D05-Z, , , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0400,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D05-Z, ,JDP,VI,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D05-Z, ,JDP,VI,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,1920,T010,+,03800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
