APPCH:010,A,R16,ESTEX,ESTEX,FA,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,180,    ,   , , , , , ,B,J,S;
APPCH:020,A,R16,ESTEX,NIBAL,FA,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06400,     ,     ,-,180,    ,   , , , , , ,B,J,S;
APPCH:010,R,R16, ,NIBAL,FA,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06400,     ,     ,-,180,    ,   , , , , , ,B,J,S;
APPCH:020,R,R16, ,PM1F1,FA,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,1680,0040,+,04920,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R16, ,PM1F2,FA,P,C,E S , ,   ,TF, , , , , ,      ,    ,    ,1680,0021,+,04140,     ,     , ,   ,-350,   , , , , , ,B,J,S;
APPCH:030,R,R16, ,PM1MP,FA,P,C,EY M, ,   ,TF, , , , , ,      ,    ,    ,1680,0040, ,02652,     ,     , ,   ,-350,   , , , , , ,B,J,S;
APPCH:040,R,R16, ,PM1MP,FA,P,C,E M , ,   ,FA, ,GRV,FA,D, ,      ,0856,4858,1680,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R16, ,ESTEX,FA,P,C,EE H,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R34,AVUSO,AVUSO,FA,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     ,-,180,    ,   , , , , , ,B,J,S;
APPCH:020,A,R34,AVUSO,NIGIL,FA,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05660,     ,     ,-,180,    ,   , , , , , ,B,J,S;
APPCH:010,A,R34,NEXAB,NEXAB,FA,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,180,    ,   , , , , , ,B,J,S;
APPCH:020,A,R34,NEXAB,NIGIL,FA,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05660,     ,     ,-,180,    ,   , , , , , ,B,J,S;
APPCH:010,R,R34, ,NIGIL,FA,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05660,     ,     ,-,180,    ,   , , , , , ,B,J,S;
APPCH:020,R,R34, ,PM2F1,FA,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,3460,0050,+,04070,     ,     ,-,130,    ,   , , , , , ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R34, ,PM2MP,FA,P,C,EY M, ,   ,TF, , , , , ,      ,    ,    ,3460,0050, ,02473,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R34, ,PM2MP,FA,P,C,E M , ,   ,FA, ,PMV,FA,D, ,      ,1807,0004,3460,    ,+,03400,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R34, ,NEXAB,FA,P,C,EE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
RWY:RW16 ,     ,      ,02351, ,    , ,   ;S29383635,E030233776,0000;
RWY:RW34 ,     ,      ,02423, ,    , ,   ;S29391573,E030241294,0000;
