SID:010,1,EDN4,RW18,DER18,YM,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,EDN,YM,D, ,B, , , ;
SID:020,1,EDN4,RW18, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1810,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,EDN4,RW18, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,1810,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,EDN4,RW36,DER36,YM,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,EDN,YM,D, ,B, , , ;
SID:020,1,EDN4,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0010,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,EDN4,RW36, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0010,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,NORTH1,RW18,DER18,YM,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,EDN,YM,D, ,B, , , ;
SID:020,1,NORTH1,RW18, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1800,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,NORTH1,RW18, , , , ,    ,R,   ,CA,Y, , , , ,      ,    ,    ,3400,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,NORTH1,RW18,EDN,YM,D, ,VE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,NORTH1,RW36,DER36,YM,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,EDN,YM,D, ,B, , , ;
SID:020,1,NORTH1,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3600,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,NORTH1,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3400,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,NORTH1,RW36,EDN,YM,D, ,VE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,AD1E,ALL,AD,YM,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11000, ,   ,    ,   ,YPED,YM,P,A,A, , , ;
STAR:020,5,AD1E,ALL,POTUS,YM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,AD1E,ALL,PAVSA,YM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,AD1E,ALL,TUPSI,YM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,AD1E,ALL,APOKI,YM,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03300,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,BLAC1E,ALL,BLACK,YM,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11000, ,   ,    ,   ,YPED,YM,P,A,A, , , ;
STAR:020,5,BLAC1E,ALL,SADAK,YM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,BLAC1E,ALL,ELATA,YM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,BLAC1E,ALL,NONAK,YM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,BLAC1E,ALL,RUPIK,YM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,BLAC1E,ALL,APOKI,YM,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03300,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,KLAV1E,ALL,KLAVA,YM,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11000, ,   ,    ,   ,YPED,YM,P,A,A, , , ;
STAR:020,5,KLAV1E,ALL,APOKI,YM,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03300,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,RIKA1E,ALL,RIKAB,YM,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11000, ,   ,    ,   ,YPED,YM,P,A,A, , , ;
STAR:020,5,RIKA1E,ALL,GULFS,YM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,RIKA1E,ALL,LATUL,YM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,RIKA1E,ALL,UGUXA,YM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,RIKA1E,ALL,PAVSA,YM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,RIKA1E,ALL,TUPSI,YM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,5,RIKA1E,ALL,APOKI,YM,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03300,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,RUSL1E,ALL,RUSSL,YM,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,11000, ,   ,    ,   ,YPED,YM,P,A,A, , , ;
STAR:020,5,RUSL1E,ALL,BUPLO,YM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,RUSL1E,ALL,APOKI,YM,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03300,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,I18-Y,PIKIS,PIKIS,YM,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03300,     ,11000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I18-Y,PIKIS,UPTUN,YM,P,C,E   ,R,   ,AF, ,EDN,YM,D, ,      ,0014,0110,3220,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I18-Y,PIKIS,CI18Y,YM,P,C,EE  , ,   ,CF, ,IED,YM,P,I,      ,0004,0089,1810,0030,+,02000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,I18-Y,UPTUN,UPTUN,YM,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03300,     ,11000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I18-Y,UPTUN,CI18Y,YM,P,C,EE  , ,   ,CF, ,IED,YM,P,I,      ,0004,0089,1810,0030,+,02000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I18-Y, ,CI18Y,YM,P,C,E  I, ,   ,IF, ,IED,YM,P,I,      ,0004,0089,    ,    ,J,02000,02000,11000, ,   ,    ,   , , , , , ,0,N,S;
