SID:010,2,BAMEN1,RW17, , , , ,    , ,   ,CD, ,ENS,UN,D, ,      ,    ,    ,1650,0022, ,00910,     ,03210, ,   ,    ,   ,UNII,UN,P,A, , , , ;
SID:020,2,BAMEN1,RW17,BAMEN,UN,E,A,EEC ,L,   ,CF,Y,KRS,UN,D, ,      ,3486,1661,3300,0300,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BAMEN3,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3450,    ,+,00910,     ,03210, ,   ,    ,   ,UNII,UN,P,A, , , , ;
SID:020,2,BAMEN3,RW35,BAMEN,UN,E,A,EEC , ,   ,CF, ,KRS,UN,D, ,      ,3486,1661,3360,0250,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BORKI1,RW17, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1650,    ,+,00910,     ,03210, ,   ,    ,   ,UNII,UN,P,A, , , , ;
SID:020,2,BORKI1,RW17,BORKI,UN,E,A,EEC , ,   ,CF, ,KRS,UN,D, ,      ,3513,1127,1650,0250,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BORKI3,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3450,    ,+,00910,     ,03210, ,   ,    ,   ,UNII,UN,P,A, , , , ;
SID:020,2,BORKI3,RW35,BORKI,UN,E,A,EEC ,L,   ,CF,Y,KRS,UN,D, ,      ,3513,1127,1580,0290,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DOBAL1,RW17, , , , ,    , ,   ,CD, ,ENS,UN,D, ,      ,    ,    ,1650,0022, ,00910,     ,03210, ,   ,    ,   ,UNII,UN,P,A, , , , ;
SID:020,2,DOBAL1,RW17,DOBAL,UN,E,A,EEC ,L,   ,CF,Y,KRS,UN,D, ,      ,3537,1653,3590,0290,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DOBAL3,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3450,    ,+,00910,     ,03210, ,   ,    ,   ,UNII,UN,P,A, , , , ;
SID:020,2,DOBAL3,RW35,DOBAL,UN,E,A,EEC , ,   ,CF, ,KRS,UN,D, ,      ,3537,1653,0100,0240,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EKSEL1,RW17, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1650,    ,+,00910,     ,03210, ,   ,    ,   ,UNII,UN,P,A, , , , ;
SID:020,2,EKSEL1,RW17,EKSEL,UN,E,A,EEC ,R,   ,CF, ,KRS,UN,D, ,      ,3401,1471,2800,0260,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EKSEL3,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3450,    ,+,00910,     ,03210, ,   ,    ,   ,UNII,UN,P,A, , , , ;
SID:030,2,EKSEL3,RW35,EKSEL,UN,E,A,EEC , ,   ,CF, ,KRS,UN,D, ,      ,3401,1471,2630,0260,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GORIP1,RW17, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1650,    ,+,00910,     ,03210, ,   ,    ,   ,UNII,UN,P,A, , , , ;
SID:020,2,GORIP1,RW17,GORIP,UN,E,A,EEC , ,   ,CF, ,KRS,UN,D, ,      ,3460,1145,1910,0240,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GORIP3,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3450,    ,+,00910,     ,03210, ,   ,    ,   ,UNII,UN,P,A, , , , ;
