APPCH:010,A,I06RY,BJ206,BJ206,FN,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,12000,-,205,    ,   , , , , , ,0,D,S;
APPCH:020,A,I06RY,BJ206,D206V,FN,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I06RY,BJ206,D236V,FN,P,C,E   ,R,   ,AF, ,VBJ,FN,D, ,      ,2362,0220,2060,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I06RY,BJ206,BJ236,FN,P,C,EE B, ,   ,CF, ,IIA,FN,P,I,      ,2362,0196,0560,0020,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I06RY,BJ212,BJ212,FN,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,12000,-,205,    ,   , , , , , ,0,D,S;
APPCH:020,A,I06RY,BJ212,D236V,FN,P,C,E   ,R,   ,AF, ,VBJ,FN,D, ,      ,2362,0220,2120,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I06RY,BJ212,BJ236,FN,P,C,EE B, ,   ,CF, ,IIA,FN,P,I,      ,2362,0196,0560,0020,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I06RY,BJ260,BJ260,FN,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,12000,-,205,    ,   , , , , , ,0,D,S;
APPCH:020,A,I06RY,BJ260, , , , ,    , ,   ,CR, ,VBJ,FN,D, ,      ,2400,    ,1350,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I06RY,BJ260,BJ236,FN,P,C,EE B, ,   ,CF, ,IIA,FN,P,I,      ,2362,0196,0560,0020,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I06RY, ,BJ236,FN,P,C,E  I, ,   ,IF, ,IIA,FN,P,I,      ,2362,0196,    ,    ,J,03000,03000,12000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I06RY, ,BJ06R,FN,P,C,E  F, ,   ,CF, ,IIA,FN,P,I,      ,2362,0100,0560,0096,H,03000,03000,     , ,   ,-300,   ,VBJ,FN,D, , ,0,D,S;
APPCH:030,I,I06RY, ,RW06R,FN,P,G,G  M, ,   ,CF, ,IIA,FN,P,I,      ,2362,0023,0560,0076, ,00572,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I06RY, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0560,    ,+,01300,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I06RY, , , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,2360,    , ,04000,     ,     ,-,205,    ,   , , , , , ,0,D,S;
APPCH:060,I,I06RY, ,BJ206,FN,P,C,E   , ,   ,CF, ,VBJ,FN,D, ,      ,2060,0200,2060,0130, ,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,I,I06RY, ,BJ206,FN,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,2060,T010,+,05000,     ,     ,-,205,    ,   , , , , , ,0,D,S;
APPCH:010,A,I24LY,BJ015,BJ015,FN,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,12000,-,205,    ,   , , , , , ,0,D,S;
APPCH:020,A,I24LY,BJ015,BJ015,FN,P,C,E   , ,   ,FD, ,VBD,FN,D, ,      ,1399,0196,1390,0306, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I24LY,BJ015,BJ056,FN,P,C,EE B,R,   ,CF, ,IBJ,FN,P,I,      ,0563,0175,2360,0020,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I24LY,BJ052,BJ052,FN,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,12000,-,205,    ,   , , , , , ,0,D,S;
APPCH:020,A,I24LY,BJ052,BJ052,FN,P,C,E   , ,   ,FC, ,VBJ,FN,D, ,      ,0520,0240,2250,0056, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I24LY,BJ052,BJ056,FN,P,C,EE B, ,   ,CF, ,IBJ,FN,P,I,      ,0563,0175,2250,0040,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I24LY,BJ081,BJ081,FN,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,12000,-,205,    ,   , , , , , ,0,D,S;
APPCH:020,A,I24LY,BJ081, , , , ,    , ,   ,CR, ,VBJ,FN,D, ,      ,0600,    ,3020,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I24LY,BJ081,BJ056,FN,P,C,EE B, ,   ,CF, ,IBJ,FN,P,I,      ,0563,0175,2360,0020,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I24LY,BJ098,BJ098,FN,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,12000,-,205,    ,   , , , , , ,0,D,S;
APPCH:020,A,I24LY,BJ098, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2780,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I24LY,BJ098,D056Q,FN,P,C,E   ,L,   ,AF, ,VBJ,FN,D, ,      ,0563,0165,0980,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I24LY,BJ098,BJ056,FN,P,C,EE B, ,   ,CF, ,IBJ,FN,P,I,      ,0563,0175,2360,0020,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I24LY,BJ106,BJ106,FN,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,12000,-,205,    ,   , , , , , ,0,D,S;
APPCH:020,A,I24LY,BJ106,D056Q,FN,P,C,E   ,L,   ,AF, ,VBJ,FN,D, ,      ,0563,0165,1060,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I24LY,BJ106,BJ056,FN,P,C,EE B, ,   ,CF, ,IBJ,FN,P,I,      ,0563,0175,2360,0020,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I24LY,BJ113,BJ113,FN,P,C,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,12000,-,205,    ,   , , , , , ,0,D,S;
APPCH:020,A,I24LY,BJ113,D113Q,FN,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
