STAR:030,2,FUZZY8,ALL,IPUMY,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,KADDY3,DRK,DRK,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,KADDY3,DRK,IGM,K2,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,KADDY3,DRK,COTES,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,1,KADDY3,DRK,ZIVSI,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,1,KADDY3,DRK,KADDY,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,12000,     ,     , ,250,    ,   , , , , , , , , ;
STAR:010,1,KADDY3,IGM,IGM,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,KADDY3,IGM,COTES,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,KADDY3,IGM,ZIVSI,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,1,KADDY3,IGM,KADDY,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,12000,     ,     , ,250,    ,   , , , , , , , , ;
STAR:010,1,KADDY3,PGS,PGS,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,KADDY3,PGS,CEJAY,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,KADDY3,PGS,KADDY,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,12000,     ,     , ,250,    ,   , , , , , , , , ;
STAR:010,2,KADDY3,ALL,KADDY,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,12000,     ,18000, ,250,    ,   , , , , , , , , ;
STAR:020,2,KADDY3,ALL,KBVU,K2,P,A,AE  , ,   ,VM, , , , , ,      ,    ,    ,3250,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,LUXOR2,BCE,BCE,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,LUXOR2,BCE,KSINO,K2,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,2180,1084, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,LUXOR2,BCE,LUXOR,K2,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,2250,0220, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,LUXOR2,BETHL,BETHL,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,LUXOR2,BETHL,HOLDM,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,2540,0533, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,LUXOR2,BETHL,KSINO,K2,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,2250,0299, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,1,LUXOR2,BETHL,LUXOR,K2,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,2250,0220, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,LUXOR2,DVC,DVC,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,LUXOR2,DVC,BETHL,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,2390,1768, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,LUXOR2,DVC,HOLDM,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,2540,0533, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,1,LUXOR2,DVC,KSINO,K2,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,2250,0299, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,1,LUXOR2,DVC,LUXOR,K2,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,2250,0220, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,LUXOR2,MLF,MLF,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,LUXOR2,MLF,KSINO,K2,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,1900,1186, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,LUXOR2,MLF,LUXOR,K2,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,2250,0220, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,LUXOR2,ALL,LUXOR,K2,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,2,LUXOR2,ALL,BAMAA,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,2030,0200, ,08000,     ,     , ,210,    ,   , , , , , , , , ;
STAR:030,2,LUXOR2,ALL,LAS,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,2460,0210, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
RWY:RW09 ,     ,+06142,02108,V,    , ,   ;N35565086,W114520851,0000;
RWY:RW15 ,     ,+06431,02203,D,    , ,   ;N35571366,W114514841,0000;
RWY:RW27 ,     ,+06232,02138,V,    , ,   ;N35564283,W114511094,0300;
RWY:RW33 ,     ,+06112,02099,V,    , ,   ;N35563681,W114513663,0000;
