SID:010,1,OMNI,RW09, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0880,    ,+,03000,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,A, , , ;
SID:020,1,OMNI,RW09, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0880,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,OMNI,RW27, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2680,    ,+,03600,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,A, , , ;
SID:020,1,OMNI,RW27, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2680,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,UTKA1A,RW09, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0880,    ,+,03000,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,B, , , ;
SID:020,5,UTKA1A,RW09,UTKAL,SB,P,C,EE  ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,UTKA1A,GIDVO,UTKAL,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,B, , , ;
SID:020,6,UTKA1A,GIDVO,GIDVO,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,UTKA1A,GUARI,UTKAL,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,B, , , ;
SID:020,6,UTKA1A,GUARI,GUARI,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,UTKA1B,RW27, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2680,    ,+,03000,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,B, , , ;
SID:020,5,UTKA1B,RW27,UTKAL,SB,P,C,EE  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,UTKA1B,GIDVO,UTKAL,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,B, , , ;
SID:020,6,UTKA1B,GIDVO,GIDVO,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,UTKA1B,GUARI,UTKAL,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,B, , , ;
SID:020,6,UTKA1B,GUARI,GUARI,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,UTNO1A,RW09, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0880,    ,+,03000,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,B, , , ;
SID:020,5,UTNO1A,RW09,UTNOR,SB,P,C,EE  ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,UTNO1A,OPRAX,UTNOR,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,B, , , ;
SID:020,6,UTNO1A,OPRAX,OPRAX,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,UTNO1A,ROMIK,UTNOR,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,B, , , ;
SID:030,6,UTNO1A,ROMIK,ROMIK,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,UTNO1A,SATNA,UTNOR,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,B, , , ;
SID:030,6,UTNO1A,SATNA,SATNA,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,UTNO1B,RW27, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2680,    ,+,03000,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,B, , , ;
SID:020,5,UTNO1B,RW27,UTNOR,SB,P,C,EE  ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,UTNO1B,OPRAX,UTNOR,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,B, , , ;
SID:020,6,UTNO1B,OPRAX,OPRAX,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,UTNO1B,ROMIK,UTNOR,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,B, , , ;
SID:020,6,UTNO1B,ROMIK,ROMIK,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,UTNO1B,SATNA,UTNOR,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   ,SBCN,SB,P,A,B, , , ;
SID:020,6,UTNO1B,SATNA,SATNA,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,R09,CN904,CN904,SB,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R09,CN904,CN903,SB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R09,CN906,CN906,SB,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R09,CN906,CN903,SB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R09,CN907,CN907,SB,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R09,CN907,CN903,SB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R09, ,CN903,SB,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R09, ,CN902,SB,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0880,0050,+,04230,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
