SID:010,2,GAMT2A,RW05,D054R,UR,P,C,EY  , ,   ,CF, ,WGD,UR,D, ,      ,0536,0167,0540,0170, ,     ,     ,03000, ,   ,    ,   ,WGD,UR,D, , , , , ;
SID:020,2,GAMT2A,RW05,WGD,UR,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GAMT2A,RW05,GAMTU,UR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GAMT2B,RW05,D054R,UR,P,C,EY  , ,   ,CF, ,WGD,UR,D, ,      ,0536,0167,0540,0167, ,     ,     ,03000, ,   ,    ,   ,WG,UR,D,B, , , , ;
SID:020,2,GAMT2B,RW05,WG,UR,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GAMT2B,RW05,GAMTU,UR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GAMT2C,RW23,D234D,UR,P,C,EY  , ,   ,CF, ,WGD,UR,D, ,      ,2355,0037,2340,0037, ,     ,     ,03000,-,225,    ,   ,WG,UR,D,B, , , , ;
SID:020,2,GAMT2C,RW23,WG,UR,D,B,E  H,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GAMT2C,RW23,GAMTU,UR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GAMT2D,RW23,D234D,UR,P,C,EY  , ,   ,CF, ,WGD,UR,D, ,      ,2355,0037,2340,0037, ,     ,     ,03000,-,225,    ,   ,WGD,UR,D, , , , , ;
SID:020,2,GAMT2D,RW23,WGD,UR,D, ,V  H,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GAMT2D,RW23,GAMTU,UR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GAMT2E,RW23,WW025,UR,P,C,EYC , ,   ,CF, ,WGD,UR,D, ,      ,2367,0046,2340,0040, ,     ,     ,03000,-,245,    ,   ,URWW,UR,P,A, , , , ;
SID:020,5,GAMT2E,RW23,WW022,UR,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,GAMT2E,RW23,GAMTU,UR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GAMT2F,RW05,WW012,UR,P,C,EYC , ,   ,CF, ,WGD,UR,D, ,      ,0548,0118,0540,0120, ,     ,     ,03000, ,   ,    ,   ,URWW,UR,P,A, , , , ;
SID:020,5,GAMT2F,RW05,WW013,UR,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GAMT2F,RW05,GAMTU,UR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GAMT2V,RW23,WW025,UR,P,C,EYC , ,   ,CF, ,WGD,UR,D, ,      ,2367,0046,2340,0040, ,     ,     ,03000,-,250,    ,   ,URWW,UR,P,A, , , , ;
SID:020,5,GAMT2V,RW23,WW023,UR,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,GAMT2V,RW23,WW024,UR,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,GAMT2V,RW23,WW022,UR,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:050,5,GAMT2V,RW23,GAMTU,UR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GAMT2W,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2340,    ,+,00900,     ,03000, ,   ,    ,   ,WGD,UR,D, , , , , ;
SID:020,2,GAMT2W,RW23, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1900,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GAMT2W,RW23,GAMTU,UR,E,A,EEC , ,   ,CF, ,WGD,UR,D, ,      ,2104,0450,2100,0410,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GAMT2X,RW05,D054D,UR,P,C,EY  , ,   ,CF, ,WGD,UR,D, ,      ,0517,0034,0540,0033, ,     ,     ,03000, ,   ,    ,   ,WGD,UR,D, , , , , ;
SID:020,2,GAMT2X,RW05,WGD,UR,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,225,    ,   , , , , , , , , ;
SID:030,2,GAMT2X,RW05,GAMTU,UR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GAMT2Y,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2340,    ,+,00900,     ,03000, ,   ,    ,   ,WG,UR,D,B, , , , ;
SID:020,2,GAMT2Y,RW23, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1900,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GAMT2Y,RW23,GAMTU,UR,E,A,EEC , ,   ,CF, ,WGD,UR,D, ,      ,2104,0450,2100,0420,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GAMT2Z,RW05,D054D,UR,P,C,EY  , ,   ,CF, ,WGD,UR,D, ,      ,0517,0034,0540,0033, ,     ,     ,03000, ,   ,    ,   ,WG,UR,D,B, , , , ;
SID:020,2,GAMT2Z,RW05,WG,UR,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,225,    ,   , , , , , , , , ;
SID:030,2,GAMT2Z,RW05,GAMTU,UR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NATI2A,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0540,    ,+,01100,     ,03000, ,   ,    ,   ,WGD,UR,D, , , , , ;
SID:020,2,NATI2A,RW05, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,3000,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NATI2A,RW05,NATIT,UR,E,A,EEC , ,   ,CF, ,WGD,UR,D, ,      ,3501,0473,3500,0450,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NATI2B,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0540,    ,+,01100,     ,03000, ,   ,    ,   ,WG,UR,D,B, , , , ;
SID:020,2,NATI2B,RW05, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,3000,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NATI2B,RW05,NATIT,UR,E,A,EEC , ,   ,CF, ,WGD,UR,D, ,      ,3501,0473,3500,0440,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NATI2C,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2340,    ,+,00900,     ,03000, ,   ,    ,   ,WG,UR,D,B, , , , ;
SID:020,2,NATI2C,RW23, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,0550,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NATI2C,RW23,NATIT,UR,E,A,EEC , ,   ,CF, ,WGD,UR,D, ,      ,3501,0473,3500,0450,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NATI2D,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2340,    ,+,00900,     ,03000, ,   ,    ,   ,WGD,UR,D, , , , , ;
SID:020,2,NATI2D,RW23, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,0550,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NATI2D,RW23,NATIT,UR,E,A,EEC , ,   ,CF, ,WGD,UR,D, ,      ,3501,0473,3500,0440,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NATI2E,RW23,WW025,UR,P,C,EYC , ,   ,CF, ,WGD,UR,D, ,      ,2367,0046,2340,0040, ,     ,     ,03000, ,   ,    ,   ,URWW,UR,P,A, , , , ;
SID:020,5,NATI2E,RW23,NATIT,UR,E,A,EEC ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NATI2F,RW05,WW011,UR,P,C,EYC , ,   ,CF, ,WGD,UR,D, ,      ,0536,0036,0540,0040, ,     ,     ,03000, ,   ,    ,   ,URWW,UR,P,A, , , , ;
SID:020,5,NATI2F,RW05,NATIT,UR,E,A,EEC , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NOKL2A,RW05,D054D,UR,P,C,EY  , ,   ,CF, ,WGD,UR,D, ,      ,0517,0034,0540,0033, ,     ,     ,03000, ,   ,    ,   ,WGD,UR,D, , , , , ;
SID:020,2,NOKL2A,RW05,WGD,UR,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,225,    ,   , , , , , , , , ;
SID:030,2,NOKL2A,RW05,NOKLI,UR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NOKL2B,RW05,D054D,UR,P,C,EY  , ,   ,CF, ,WGD,UR,D, ,      ,0517,0034,0540,0033, ,     ,     ,03000, ,   ,    ,   ,WG,UR,D,B, , , , ;
SID:020,2,NOKL2B,RW05,WG,UR,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,225,    ,   , , , , , , , , ;
SID:030,2,NOKL2B,RW05,NOKLI,UR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NOKL2C,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2340,    ,+,00900,     ,03000, ,   ,    ,   ,WG,UR,D,B, , , , ;
SID:020,2,NOKL2C,RW23, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,1040,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NOKL2C,RW23,NOKLI,UR,E,A,EEC , ,   ,CF, ,WGD,UR,D, ,      ,1366,0548,1360,0490,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NOKL2D,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2340,    ,+,00900,     ,03000, ,   ,    ,   ,WGD,UR,D, , , , , ;
SID:020,2,NOKL2D,RW23, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,1040,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NOKL2D,RW23,NOKLI,UR,E,A,EEC , ,   ,CF, ,WGD,UR,D, ,      ,1366,0548,1370,0490,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NOKL2E,RW23,WW025,UR,P,C,EYC , ,   ,CF, ,WGD,UR,D, ,      ,2367,0046,2340,0040, ,     ,     ,03000, ,   ,    ,   ,URWW,UR,P,A, , , , ;
SID:020,5,NOKL2E,RW23,NOKLI,UR,E,A,EEC ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NOKL2F,RW05,WW012,UR,P,C,EYC , ,   ,CF, ,WGD,UR,D, ,      ,0548,0118,0540,0120, ,     ,     ,03000, ,   ,    ,   ,URWW,UR,P,A, , , , ;
SID:020,5,NOKL2F,RW05,WW013,UR,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NOKL2F,RW05,NOKLI,UR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NOPS2A,RW05,D054D,UR,P,C,EY  , ,   ,CF, ,WGD,UR,D, ,      ,0517,0034,0540,0033, ,     ,     ,03000, ,   ,    ,   ,WGD,UR,D, , , , , ;
SID:020,2,NOPS2A,RW05,WGD,UR,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,225,    ,   , , , , , , , , ;
SID:030,2,NOPS2A,RW05,NOPSA,UR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NOPS2B,RW05,D054D,UR,P,C,EY  , ,   ,CF, ,WGD,UR,D, ,      ,0517,0034,0540,0033, ,     ,     ,03000, ,   ,    ,   ,WG,UR,D,B, , , , ;
SID:020,2,NOPS2B,RW05,WG,UR,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,225,    ,   , , , , , , , , ;
SID:030,2,NOPS2B,RW05,NOPSA,UR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NOPS2C,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2340,    ,+,00900,     ,03000, ,   ,    ,   ,WG,UR,D,B, , , , ;
SID:020,2,NOPS2C,RW23,NOPSA,UR,E,A,EEC , ,   ,CF, ,WGD,UR,D, ,      ,2379,0559,2380,0550,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NOPS2D,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2340,    ,+,00900,     ,03000, ,   ,    ,   ,WGD,UR,D, , , , , ;
SID:020,2,NOPS2D,RW23,NOPSA,UR,E,A,EEC , ,   ,CF, ,WGD,UR,D, ,      ,2379,0559,2380,0550,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NOPS2E,RW23,WW025,UR,P,C,EYC , ,   ,CF, ,WGD,UR,D, ,      ,2367,0046,2340,0040, ,     ,     ,03000, ,   ,    ,   ,URWW,UR,P,A, , , , ;
SID:020,5,NOPS2E,RW23,NOPSA,UR,E,A,EEC , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NOPS2F,RW05,WW012,UR,P,C,EYC , ,   ,CF, ,WGD,UR,D, ,      ,0548,0118,0540,0120, ,     ,     ,03000, ,   ,    ,   ,URWW,UR,P,A, , , , ;
SID:020,5,NOPS2F,RW05,WW013,UR,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NOPS2F,RW05,NOPSA,UR,E,A,EEC ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OBAB1A,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0540,    ,+,01100,     ,03000, ,   ,    ,   ,WGD,UR,D, , , , , ;
SID:020,2,OBAB1A,RW05, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2710,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,OBAB1A,RW05,OBABI,UR,E,A,EEC , ,   ,CF, ,WGD,UR,D, ,      ,3306,0472,3310,0440,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OBAB1B,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0540,    ,+,01100,     ,03000, ,   ,    ,   ,WG,UR,D,B, , , , ;
SID:020,2,OBAB1B,RW05, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2710,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,OBAB1B,RW05,OBABI,UR,E,A,EEC , ,   ,CF, ,WGD,UR,D, ,      ,3306,0472,3310,0430,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OBAB1C,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2340,    ,+,00900,     ,03000, ,   ,    ,   ,WG,UR,D,B, , , , ;
