SID:010,2,AKM01D,RW18, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1790,    ,+,07880,     ,     , ,   ,    ,   ,DJC,ZL,D, , , , , ;
SID:020,2,AKM01D,RW18,D023K,ZL,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:025,2,AKM01D,RW18,MUDAP,ZL,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AKM01D,RW18,JTA,ZL,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,AKM01D,RW18,AKMAT,ZL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AKM09D,RW18, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1790,    ,+,07880,     ,     , ,   ,    ,   ,ZLLL,ZL,P,A, , , , ;
SID:020,5,AKM09D,RW18,LL901,ZL,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,AKM09D,RW18,MUDAP,ZL,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AKM09D,RW18,JTA,ZL,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AKM09D,RW18,AKMAT,ZL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AKM11D,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3590,    ,+,07880,     ,     , ,   ,    ,   ,DJC,ZL,D, , , , , ;
SID:020,2,AKM11D,RW36,D103U,ZL,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,10830,     ,     ,-,230,    ,   , , , , , , , , ;
SID:025,2,AKM11D,RW36,MUDAP,ZL,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AKM11D,RW36,JTA,ZL,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,AKM11D,RW36,AKMAT,ZL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AKM19D,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3590,    ,+,07880,     ,     , ,   ,    ,   ,ZLLL,ZL,P,A, , , , ;
SID:020,5,AKM19D,RW36,LL905,ZL,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:025,5,AKM19D,RW36,MUDAP,ZL,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AKM19D,RW36,JTA,ZL,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AKM19D,RW36,AKMAT,ZL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AND01D,RW18, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1790,    ,+,07880,     ,13780, ,   ,    ,   , , , , , , , , ;
