RWY:RW01 ,     ,      ,00855, ,    , ,   ;N35493889,W080063510,0000;
RWY:RW09 ,     ,      ,00855, ,    , ,   ;
RWY:RW19 ,     ,      ,00855, ,    , ,   ;N35495965,W080063328,0000;
RWY:RW27 ,     ,      ,00855, ,    , ,   ;
