SID:010,1,IRUMAN,RW17, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1670,    ,+,00800,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,IRUMAN,RW17, , , , , E  ,L,   ,VM,Y, , , , ,      ,    ,    ,0100,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,IRUMAN,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3470,    ,+,00800,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,IRUMAN,RW35, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0100,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,OMIYA2,RW17, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1670,    ,+,00800,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,OMIYA2,RW17, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,0400,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,OMIYA2,RW17,OMIYA,RJ,E,A,EE  , ,   ,CF, ,YLT,RJ,D, ,      ,0699,0100,0700,0040,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,OMIYA2,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3470,    ,+,00800,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,OMIYA2,RW35, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,1000,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,OMIYA2,RW35,OMIYA,RJ,E,A,EE  , ,   ,CF, ,YLT,RJ,D, ,      ,0699,0100,0700,0040,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,T17,JOSHU,JOSHU,RJ,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,14000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T17,JOSHU,FF17,RJ,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T17,OGAWA,OGAWA,RJ,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,14000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T17,OGAWA,FF17,RJ,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T17, ,FF17,RJ,P,C,E  F, ,   ,IF, ,YLT,RJ,D, ,      ,3400,0080,    ,    ,+,03000,     ,14000, ,   ,    ,   ,YLT,RJ,D, , ,0,D,S;
APPCH:030,T,T17, ,MA17,RJ,P,C,E  M, ,   ,CF, ,YLT,RJ,D, ,      ,3400,0018,1600,0062, ,00693,     ,     , ,   ,-351,   , , , , , ,0,D,S;
APPCH:040,T,T17, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1600,    ,+,00800,     ,     , ,   ,    ,   , , , , , ,0,D,S;
