SID:010,2,LALD1A,RW15, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1460,    ,+,01000,     ,02000, ,   ,    ,   ,L,UB,P,N, , , , ;
SID:015,2,LALD1A,RW15, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1440,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,LALD1A,RW15,LALDA,OI,E,A,EEC , ,   ,CF, ,ARB,OI,D, ,      ,0871,0623,1140,0480, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LALD1B,RW33, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3260,    ,+,01000,     ,02000, ,   ,    ,   ,L,UB,P,N, , , , ;
SID:020,2,LALD1B,RW33, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,0830,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LALD1B,RW33,LALDA,OI,E,A,EEC , ,   ,CF, ,ARB,OI,D, ,      ,0871,0623,1280,0530, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MIVK1A,RW15, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1460,    ,+,01000,     ,02000, ,   ,    ,   ,L,UB,P,N, , , , ;
SID:020,2,MIVK1A,RW15, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,0120,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MIVK1A,RW15,MIVKO,UB,E,A,EEC , ,   ,CF, ,ARB,OI,D, ,      ,3597,1039,3420,0750, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MIVK1B,RW33, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3260,    ,+,01000,     ,02000, ,   ,    ,   ,L,UB,P,N, , , , ;
SID:020,2,MIVK1B,RW33, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3260,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MIVK1B,RW33,MIVKO,UB,E,A,EEC , ,   ,CF, ,ARB,OI,D, ,      ,3597,1039,3510,0720, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NASA1A,RW15, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1460,    ,+,01000,     ,02000, ,   ,    ,   ,L,UB,P,N, , , , ;
SID:015,2,NASA1A,RW15, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0760,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,NASA1A,RW15,NASAR,UB,E,A,EEC , ,   ,CF, ,ARB,OI,D, ,      ,0360,1067,0310,0710, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NASA1B,RW33, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3260,    ,+,01000,     ,02000, ,   ,    ,   ,L,UB,P,N, , , , ;
SID:020,2,NASA1B,RW33, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0160,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NASA1B,RW33,NASAR,UB,E,A,EEC , ,   ,CF, ,ARB,OI,D, ,      ,0360,1067,0460,0690, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NASI1A,RW15, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1460,    ,+,01000,     ,02000, ,   ,    ,   ,L,UB,P,N, , , , ;
SID:020,2,NASI1A,RW15, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0860,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NASI1A,RW15,NASIL,UB,E,A,EEC , ,   ,CF, ,ARB,OI,D, ,      ,0523,0787,0560,0420, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NASI1B,RW33, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3260,    ,+,01000,     ,02000, ,   ,    ,   ,L,UB,P,N, , , , ;
SID:020,2,NASI1B,RW33, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0340,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NASI1B,RW33,NASIL,UB,E,A,EEC , ,   ,CF, ,ARB,OI,D, ,      ,0523,0787,0790,0470, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,XERB1A,RW15, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1460,    ,+,01000,     ,02000, ,   ,    ,   ,L,UB,P,N, , , , ;
SID:020,2,XERB1A,RW15, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,0270,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,XERB1A,RW15,XERBO,UB,E,A,EEC , ,   ,CF, ,ARB,OI,D, ,      ,0115,1072,3570,0710, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,XERB1B,RW33, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3260,    ,+,01000,     ,02000, ,   ,    ,   ,L,UB,P,N, , , , ;
SID:020,2,XERB1B,RW33, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3390,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,XERB1B,RW33,XERBO,UB,E,A,EEC , ,   ,CF, ,ARB,OI,D, ,      ,0115,1072,0090,0710, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,LALD1E,RW15,LALDA,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,L,UB,P,N, , , , ;
STAR:020,2,LALD1E,RW15,L,UB,P,N,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,02000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,LALD1F,RW33,LALDA,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,L,UB,P,N, , , , ;
STAR:020,2,LALD1F,RW33,L,UB,P,N,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,02000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,MIVK1E,RW15,MIVKO,UB,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,L,UB,P,N, , , , ;
STAR:020,2,MIVK1E,RW15,L,UB,P,N,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,02000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,MIVK1F,RW33,MIVKO,UB,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,L,UB,P,N, , , , ;
STAR:020,2,MIVK1F,RW33,L,UB,P,N,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,02000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,NASA1E,RW15,NASAR,UB,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,L,UB,P,N, , , , ;
