SID:010,5,APDA1B,RW03L,JS029,FA,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,08000, ,   ,    ,   ,FAOR,FA,P,A, , , , ;
SID:020,5,APDA1B,RW03L,JS030,FA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,APDA1B,RW03L,APDAK,FA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,APDA1D,RW21R,JS006,FA,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,08000, ,   ,    ,   ,FAOR,FA,P,A, , , , ;
SID:020,5,APDA1D,RW21R,JS002,FA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,APDA1D,RW21R,APDAK,FA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,APDA2B,RW21R,JSV,FA,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,08000, ,   ,    ,   ,JSV,FA,D, , , , , ;
SID:010,2,APDA2B,RW21R, , , , ,    , ,   ,CD, ,JSV,FA,D, ,      ,    ,    ,2140,0045,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,APDA2B,RW21R,APDAK,FA,E,A,EEC ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,APDA3A,RW03L, , , , ,    , ,   ,CD, ,JSV,FA,D, ,      ,    ,    ,0340,0055, ,     ,     ,08000, ,   ,    ,   ,JSV,FA,D, , , , , ;
SID:020,2,APDA3A,RW03L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1010,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,APDA3A,RW03L,D088O,FA,P,C,E   , ,   ,CF, ,JSV,FA,D, ,      ,0877,0150,1520,0040,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,APDA3A,RW03L,APDAK,FA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EGME1C,RW03L,JS031,FA,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,08000, ,   ,    ,   ,FAOR,FA,P,A, , , , ;
SID:020,5,EGME1C,RW03L,JS032,FA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,EGME1C,RW03L,EGMEN,FA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EGME1D,RW21R,JS008,FA,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,08000, ,   ,    ,   ,FAOR,FA,P,A, , , , ;
SID:020,5,EGME1D,RW21R,JS004,FA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,EGME1D,RW21R,JS028,FA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,EGME1D,RW21R,EGMEN,FA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EGME2A,RW03L, , , , ,    , ,   ,CD, ,JSV,FA,D, ,      ,    ,    ,0340,0055, ,     ,     ,08000, ,   ,    ,   ,JSV,FA,D, , , , , ;
