SID:030,2,OKT21D,RW35,NH,UT,P,N,E   ,L,   ,CF,Y,TRZ,UT,D, ,      ,0622,0809,3460,0040,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,OKT21D,RW35,OKTAB,UT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OKTA2D,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3460,    ,+,03120,     ,08370, ,   ,    ,   ,UTDT,UT,P,A, , , , ;
SID:020,2,OKTA2D,RW35,D076D,UT,P,C,EY  ,L,   ,CF,Y,TRZ,UT,D, ,      ,0616,0772,1690,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,OKTA2D,RW35,NH,UT,P,N,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,OKTA2D,RW35,OKTAB,UT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OKTA4D,RW17, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1660,    ,+,04760,     ,08370, ,   ,    ,   ,UTDT,UT,P,A, , , , ;
SID:020,2,OKTA4D,RW17,NH,UT,P,N,E   ,R,   ,CF,Y,TRZ,UT,D, ,      ,0622,0809,0140,0060,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,OKTA4D,RW17,OKTAB,UT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SAMB2D,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3460,    ,+,03120,     ,08370, ,   ,    ,   ,UTDT,UT,P,A, , , , ;
SID:020,2,SAMB2D,RW35,D076D,UT,P,C,EY  ,L,   ,CF,Y,TRZ,UT,D, ,      ,0616,0772,1690,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SAMB2D,RW35,NH,UT,P,N,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,08370,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,SAMB2D,RW35,KAILA,UT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,SAMB2D,RW35,SAMBA,UT,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,SAMB2D,RW35,NITNI,UT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SAMB4D,RW17, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1660,    ,+,04760,     ,08370, ,   ,    ,   ,UTDT,UT,P,A, , , , ;
SID:020,2,SAMB4D,RW17,D108E,UT,P,C,E   ,R,   ,CF,Y,TRZ,UT,D, ,      ,0598,0778,3460,0080,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SAMB4D,RW17,KAILA,UT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,SAMB4D,RW17,SAMBA,UT,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,SAMB4D,RW17,NITNI,UT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,CALT1A,RW35,NAVOX,UT,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,UTDT,UT,P,A, , , , ;
STAR:020,2,CALT1A,RW35,CALTA,UT,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,CALT1A,RW35,SARBA,UT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,CALT1A,RW35,NH,UT,P,N,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06400,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,GULI1A,RW35,PINAX,OA,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,UTDT,UT,P,A, , , , ;
STAR:020,2,GULI1A,RW35,GULIS,UT,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,GULI1A,RW35,POSEL,UT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,GULI1A,RW35,NH,UT,P,N,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06400,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,LIVD1A,RW35,PR,UT,D,B,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,UTDT,UT,P,A, , , , ;
STAR:020,2,LIVD1A,RW35,LIVDI,UT,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,LIVD1A,RW35,ILOVA,UT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,LIVD1A,RW35,NH,UT,P,N,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06400,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,OKTA1A,RW35,OKTAB,UT,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,UTDT,UT,P,A, , , , ;
STAR:020,2,OKTA1A,RW35,ISMAN,UT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,OKTA1A,RW35,NH,UT,P,N,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06400,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,SAMB1A,RW35,NITNI,UT,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,UTDT,UT,P,A, , , , ;
STAR:020,2,SAMB1A,RW35,SAMBA,UT,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,SAMB1A,RW35,KAILA,UT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,SAMB1A,RW35,NH,UT,P,N,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06400,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,N35,NH,NH,UT,P,N,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,06400,     ,10000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,N35,NH,D008I,UT,P,C,EY  , ,   ,CF, ,NH,UT,P,N,      ,1878,0086,1880,0086, ,04760,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,N35,NH,D166H,UT,P,C,E   ,L,   ,CF,Y,NH,UT,P,N,      ,1660,0079,3460,0010, ,04760,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,N35,NH,FN35,UT,P,C,EE  , ,   ,CF, ,NH,UT,P,N,      ,1661,0042,3460,0038, ,03780,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,N,N35, ,FN35,UT,P,C,E  F, ,   ,IF, ,NH,UT,P,N,      ,    ,    ,    ,    , ,03780,     ,10000, ,   ,    ,   ,UTDT,UT,P,A, ,0, ,S;
APPCH:025,N,N35, ,NH,UT,P,N,E S , ,   ,CF, ,NH,UT,P,N,      ,    ,    ,3460,0042, ,02320,     ,     , ,   ,-348,   , , , , , ,0, ,S;
APPCH:030,N,N35, ,N,UT,P,N,E  M, ,   ,CF, ,NH,UT,P,N,      ,    ,    ,3460,0017, ,01683,     ,     , ,   ,-348,   , , , , , ,0, ,S;
APPCH:040,N,N35, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3460,    ,+,03120,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,N,N35, ,NH,UT,P,N,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,05420,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,N,N35, ,NH,UT,P,N,EE H,L,   ,HM, , , , , ,      ,    ,    ,3460,T015, ,05420,     ,     , ,   ,    ,   , , , , , ,0, ,S;
RWY:RW17 ,     ,      ,01473, ,    , ,   ;N37524000,E068514300,0000;
RWY:RW35 ,     ,      ,01476, ,    , ,   ;N37512500,E068520000,0246;
