SID:030,2,ADRI2B,RW22,ADRIK,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,0521,0430,0510,0410,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ADRI4C,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0440,    ,+,02000,     ,10000, ,   ,    ,   ,DZG,UA,D, , , , , ;
SID:015,2,ADRI4C,RW04, , , , ,    , ,   ,CD, ,DZG,UA,D, ,      ,    ,    ,0440,0035, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ADRI4C,RW04,ADRIK,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,0521,0430,0530,0400,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ADRI4D,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2240,    ,+,02000,     ,10000, ,   ,    ,   ,DZG,UA,D, , , , , ;
SID:015,2,ADRI4D,RW22, , , , ,    , ,   ,CD, ,DZG,UA,D, ,      ,    ,    ,2240,0058, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ADRI4D,RW22, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,0220,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ADRI4D,RW22,ADRIK,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,0521,0430,0520,0410,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AMAS2A,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0440,    ,+,02000,     ,10000, ,   ,    ,   ,ZN,UA,P,N, , , , ;
SID:020,2,AMAS2A,RW04, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1020,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AMAS2A,RW04,AMASO,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,0737,0431,0720,0390,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AMAS2B,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2240,    ,+,02000,     ,10000, ,   ,    ,   ,ZN,UA,P,N, , , , ;
SID:020,2,AMAS2B,RW22, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,0320,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AMAS2B,RW22,AMASO,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,0737,0431,0720,0400,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AMAS4C,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0440,    ,+,02000,     ,10000, ,   ,    ,   ,DZG,UA,D, , , , , ;
SID:012,2,AMAS4C,RW04, , , , ,    , ,   ,CD, ,DZG,UA,D, ,      ,    ,    ,0440,0035, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:015,2,AMAS4C,RW04, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1040,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,AMAS4C,RW04,AMASO,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,0737,0431,0740,0350,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AMAS4D,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2240,    ,+,02000,     ,10000, ,   ,    ,   ,DZG,UA,D, , , , , ;
SID:015,2,AMAS4D,RW22, , , , ,    , ,   ,CD, ,DZG,UA,D, ,      ,    ,    ,2240,0058, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,AMAS4D,RW22, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,0330,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AMAS4D,RW22,AMASO,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,0737,0431,0740,0390,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ARMI2A,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0440,    ,+,02000,     ,10000, ,   ,    ,   ,ZN,UA,P,N, , , , ;
SID:015,2,ARMI2A,RW04, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2270,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ARMI2A,RW04,ARMIK,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,2649,0433,2670,0350,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ARMI2B,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2240,    ,+,02000,     ,10000, ,   ,    ,   ,ZN,UA,P,N, , , , ;
SID:020,2,ARMI2B,RW22, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3070,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ARMI2B,RW22,ARMIK,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,2649,0433,2670,0370,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ARMI5D,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2240,    ,+,02000,     ,10000, ,   ,    ,   ,DZG,UA,D, , , , , ;
SID:015,2,ARMI5D,RW22, , , , ,    , ,   ,CD, ,DZG,UA,D, ,      ,    ,    ,2240,0058, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ARMI5D,RW22, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3050,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ARMI5D,RW22,ARMIK,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,2649,0433,2640,0320,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ARMI6C,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0440,    ,+,02000,     ,10000, ,   ,    ,   ,DZG,UA,D, , , , , ;
SID:012,2,ARMI6C,RW04, , , , ,    , ,   ,CD, ,DZG,UA,D, ,      ,    ,    ,0440,0035, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:015,2,ARMI6C,RW04, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2250,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ARMI6C,RW04,ARMIK,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,2649,0433,2640,0380,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ASLI2A,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0440,    ,+,02000,     ,10000, ,   ,    ,   ,ZN,UA,P,N, , , , ;
SID:015,2,ASLI2A,RW04, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1810,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ASLI2A,RW04,ASLIK,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,1437,0433,1400,0350,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ASLI2B,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2240,    ,+,02000,     ,10000, ,   ,    ,   ,ZN,UA,P,N, , , , ;
SID:020,2,ASLI2B,RW22, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,1000,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ASLI2B,RW22,ASLIK,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,1437,0433,1400,0370,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ASLI4D,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2240,    ,+,02000,     ,10000, ,   ,    ,   ,DZG,UA,D, , , , , ;
SID:015,2,ASLI4D,RW22, , , , ,    , ,   ,CD, ,DZG,UA,D, ,      ,    ,    ,2240,0058, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ASLI4D,RW22, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,1030,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ASLI4D,RW22,ASLIK,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,1437,0433,1440,0320,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ASLI5C,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0440,    ,+,02000,     ,10000, ,   ,    ,   ,DZG,UA,D, , , , , ;
SID:012,2,ASLI5C,RW04, , , , ,    , ,   ,CD, ,DZG,UA,D, ,      ,    ,    ,0440,0035, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:015,2,ASLI5C,RW04, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1840,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ASLI5C,RW04,ASLIK,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,1437,0433,1440,0340,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BEDO2A,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0440,    ,+,02000,     ,10000, ,   ,    ,   ,ZN,UA,P,N, , , , ;
SID:015,2,BEDO2A,RW04, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,3130,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,BEDO2A,RW04,BEDOR,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,3406,0431,3430,0370,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BEDO2B,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2240,    ,+,02000,     ,10000, ,   ,    ,   ,ZN,UA,P,N, , , , ;
SID:020,2,BEDO2B,RW22, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,0130,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BEDO2B,RW22,BEDOR,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,3406,0431,3430,0370,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BEDO4C,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0440,    ,+,02000,     ,10000, ,   ,    ,   ,DZG,UA,D, , , , , ;
SID:012,2,BEDO4C,RW04, , , , ,    , ,   ,CD, ,DZG,UA,D, ,      ,    ,    ,0440,0035, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:015,2,BEDO4C,RW04, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,3100,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,BEDO4C,RW04,BEDOR,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,3406,0431,3400,0330,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BEDO4D,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2240,    ,+,02000,     ,10000, ,   ,    ,   ,DZG,UA,D, , , , , ;
SID:015,2,BEDO4D,RW22, , , , ,    , ,   ,CD, ,DZG,UA,D, ,      ,    ,    ,2240,0058, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,BEDO4D,RW22, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,0200,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BEDO4D,RW22,BEDOR,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,3406,0431,3400,0330,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BETI2A,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0440,    ,+,02000,     ,10000, ,   ,    ,   ,ZN,UA,P,N, , , , ;
SID:015,2,BETI2A,RW04, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2610,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,BETI2A,RW04,BETIK,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,2974,0432,3000,0350,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BETI2B,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2240,    ,+,02000,     ,10000, ,   ,    ,   ,ZN,UA,P,N, , , , ;
SID:020,2,BETI2B,RW22, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,3400,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BETI2B,RW22,BETIK,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,2974,0432,3000,0360,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BETI4D,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2240,    ,+,02000,     ,10000, ,   ,    ,   ,DZG,UA,D, , , , , ;
SID:015,2,BETI4D,RW22, , , , ,    , ,   ,CD, ,DZG,UA,D, ,      ,    ,    ,2240,0058, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,BETI4D,RW22, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,3370,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BETI4D,RW22,BETIK,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,2974,0432,2970,0310,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BETI5C,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0440,    ,+,02000,     ,10000, ,   ,    ,   ,DZG,UA,D, , , , , ;
SID:012,2,BETI5C,RW04, , , , ,    , ,   ,CD, ,DZG,UA,D, ,      ,    ,    ,0440,0035, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:015,2,BETI5C,RW04, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2570,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,BETI5C,RW04,BETIK,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,2974,0432,2970,0350,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BURI2A,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0440,    ,+,02000,     ,10000, ,   ,    ,   ,ZN,UA,P,N, , , , ;
SID:015,2,BURI2A,RW04, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2040,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,BURI2A,RW04,BURIK,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,1664,0433,1630,0350,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BURI2B,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2240,    ,+,02000,     ,10000, ,   ,    ,   ,ZN,UA,P,N, , , , ;
SID:020,2,BURI2B,RW22, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,1230,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BURI2B,RW22,BURIK,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,1664,0433,1630,0370,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BURI4D,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2240,    ,+,02000,     ,10000, ,   ,    ,   ,DZG,UA,D, , , , , ;
SID:015,2,BURI4D,RW22, , , , ,    , ,   ,CD, ,DZG,UA,D, ,      ,    ,    ,2240,0058, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,BURI4D,RW22, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,1260,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BURI4D,RW22,BURIK,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,1664,0433,1660,0320,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BURI5C,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0440,    ,+,02000,     ,10000, ,   ,    ,   ,DZG,UA,D, , , , , ;
SID:015,2,BURI5C,RW04, , , , ,    , ,   ,CD, ,DZG,UA,D, ,      ,    ,    ,0440,0035, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,BURI5C,RW04, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2060,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BURI5C,RW04,BURIK,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,1664,0433,1660,0360,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DINB2A,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0440,    ,+,02000,     ,10000, ,   ,    ,   ,ZN,UA,P,N, , , , ;
SID:015,2,DINB2A,RW04, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2480,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,DINB2A,RW04,DINBO,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,2858,0432,2880,0350,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DINB2B,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2240,    ,+,02000,     ,10000, ,   ,    ,   ,ZN,UA,P,N, , , , ;
SID:020,2,DINB2B,RW22, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,3280,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DINB2B,RW22,DINBO,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,2858,0432,2880,0370,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DINB4D,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2240,    ,+,02000,     ,10000, ,   ,    ,   ,DZG,UA,D, , , , , ;
SID:015,2,DINB4D,RW22, , , , ,    , ,   ,CD, ,DZG,UA,D, ,      ,    ,    ,2240,0058, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,DINB4D,RW22, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,3250,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DINB4D,RW22,DINBO,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,2858,0432,2850,0310,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DINB5C,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0440,    ,+,02000,     ,10000, ,   ,    ,   ,DZG,UA,D, , , , , ;
SID:015,2,DINB5C,RW04, , , , ,    , ,   ,CD, ,DZG,UA,D, ,      ,    ,    ,0440,0035, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,DINB5C,RW04, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2460,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DINB5C,RW04,DINBO,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,2858,0432,2850,0360,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DITS2A,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0440,    ,+,02000,     ,10000, ,   ,    ,   ,ZN,UA,P,N, , , , ;
SID:020,2,DITS2A,RW04, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2380,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DITS2A,RW04,DITSO,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,1993,0434,1980,0360,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DITS2B,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2240,    ,+,02000,     ,10000, ,   ,    ,   ,ZN,UA,P,N, , , , ;
SID:020,2,DITS2B,RW22, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1680,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DITS2B,RW22,DITSO,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,1993,0434,1980,0360,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DITS4D,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2240,    ,+,02000,     ,10000, ,   ,    ,   ,DZG,UA,D, , , , , ;
SID:015,2,DITS4D,RW22, , , , ,    , ,   ,CD, ,DZG,UA,D, ,      ,    ,    ,2240,0058, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,DITS4D,RW22, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1690,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DITS4D,RW22,DITSO,UA,E,A,EE  , ,   ,CF, ,DZG,UA,D, ,      ,1993,0434,1990,0320,B,FL150,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DITS5C,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0440,    ,+,02000,     ,10000, ,   ,    ,   ,DZG,UA,D, , , , , ;
SID:012,2,DITS5C,RW04, , , , ,    , ,   ,CD, ,DZG,UA,D, ,      ,    ,    ,0440,0035, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:015,2,DITS5C,RW04, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2390,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
