RWY:RW05 ,     ,      ,00030, ,    , ,   ;S32235196,E115520429,0000;
RWY:RW09 ,     ,      ,00030, ,    , ,   ;
RWY:RW23 ,     ,      ,00030, ,    , ,   ;S32233136,E115522890,0000;
RWY:RW27 ,     ,      ,00030, ,    , ,   ;
