SID:010,2,ADRE1A,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1010,    ,+,02710,     ,10000, ,   ,    ,   ,GAZ,LT,D, , , , , ;
SID:020,2,ADRE1A,RW10,D108G,LT,P,C,EY  , ,   ,CF, ,GAZ,LT,D, ,      ,1080,0070,1080,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ADRE1A,RW10,GAZ,LT,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ADRE1A,RW10,ADRES,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ADRE1B,RW28, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2810,    ,+,02710,     ,10000, ,   ,    ,   ,GAZ,LT,D, , , , , ;
SID:020,2,ADRE1B,RW28,D277G,LT,P,C,E   , ,   ,CF, ,GAZ,LT,D, ,      ,2770,0070,2770,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ADRE1B,RW28,D329G,LT,P,C,E   ,R,   ,AF, ,GAZ,LT,D, ,      ,3290,0070,2770,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ADRE1B,RW28,ADRES,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ARPA1M,RW28,AJ035,LT,P,C,E   , ,010,CF, ,GAZ,LT,D, ,      ,2776,0070,2790,0070,+,04500,     ,10000,-,250,    ,   ,GAZ,LT,D, , , , , ;
SID:020,5,ARPA1M,RW28,ABDAT,LT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ARPA1M,RW28,AJ062,LT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,09000,07000,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ARPA1M,RW28,ARPAG,LT,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ARPA1P,RW10,AJ910,LT,P,C,E   , ,010,CF, ,GAZ,LT,D, ,      ,1016,0071,1010,0060, ,     ,     ,10000,-,240,    ,   ,GAZ,LT,D, , , , , ;
SID:020,5,ARPA1P,RW10,AJ950,LT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,260,    ,   , , , , , , , , ;
SID:030,5,ARPA1P,RW10,AJ960,LT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ARPA1P,RW10,AJ970,LT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ARPA1P,RW10,OTVUN,LT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ARPA1P,RW10,ARPAG,LT,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ARTA1M,RW28,AJ035,LT,P,C,E   , ,010,CF, ,GAZ,LT,D, ,      ,2776,0070,2790,0070,+,04500,     ,10000,-,250,    ,   ,GAZ,LT,D, , , , , ;
SID:020,5,ARTA1M,RW28,ABDAT,LT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ARTA1M,RW28,AJ064,LT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,09000,07500,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ARTA1M,RW28,AJ769,LT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ARTA1M,RW28,ELGEX,LT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ARTA1M,RW28,ARTAR,LT,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ASBO1P,RW10,AJ910,LT,P,C,E   , ,010,CF, ,GAZ,LT,D, ,      ,1016,0071,1010,0060, ,     ,     ,10000,-,240,    ,   ,GAZ,LT,D, , , , , ;
SID:020,5,ASBO1P,RW10,AJ950,LT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,260,    ,   , , , , , , , , ;
SID:030,5,ASBO1P,RW10,AJ960,LT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ASBO1P,RW10,AJ970,LT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ASBO1P,RW10,OTVUN,LT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ASBO1P,RW10,ASBOM,LT,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BOYA1A,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1010,    ,+,02710,     ,10000, ,   ,    ,   ,GAZ,LT,D, , , , , ;
SID:020,2,BOYA1A,RW10,D108G,LT,P,C,EY  , ,   ,CF, ,GAZ,LT,D, ,      ,1080,0070,1080,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BOYA1A,RW10,GAZ,LT,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BOYA1A,RW10,BOYAT,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BOYA1B,RW28, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2810,    ,+,02710,     ,10000, ,   ,    ,   ,GAZ,LT,D, , , , , ;
SID:020,2,BOYA1B,RW28,D277G,LT,P,C,E   , ,   ,CF, ,GAZ,LT,D, ,      ,2770,0070,2770,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BOYA1B,RW28,D307G,LT,P,C,E   ,R,   ,AF, ,GAZ,LT,D, ,      ,3070,0070,2770,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BOYA1B,RW28,BOYAT,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BUPU1M,RW28,AJ035,LT,P,C,E   , ,010,CF, ,GAZ,LT,D, ,      ,2776,0070,2790,0070,+,04500,     ,10000,-,250,    ,   ,GAZ,LT,D, , , , , ;
SID:020,5,BUPU1M,RW28,ABDAT,LT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BUPU1M,RW28,AJ064,LT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,09000,07500,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BUPU1M,RW28,BUPUN,LT,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BUPU1P,RW10,AJ910,LT,P,C,E   , ,010,CF, ,GAZ,LT,D, ,      ,1016,0071,1010,0060, ,     ,     ,10000,-,240,    ,   ,GAZ,LT,D, , , , , ;
SID:020,5,BUPU1P,RW10,AJ930,LT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BUPU1P,RW10,AJ940,LT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BUPU1P,RW10,BUPUN,LT,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ELGE1M,RW28,AJ035,LT,P,C,E   , ,010,CF, ,GAZ,LT,D, ,      ,2776,0070,2790,0070,+,04500,     ,10000,-,250,    ,   ,GAZ,LT,D, , , , , ;
