SID:010,5,ANES1A,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0130,    ,+,01200,     ,04870, ,   ,    ,   ,UOOO,UN,P,A, , , , ;
SID:020,5,ANES1A,RW01,OO020,UN,P,C,E C , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,245,    ,   , , , , , , , , ;
SID:030,5,ANES1A,RW01,ANESO,UN,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ANES1B,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1930,    ,+,01260,     ,04870, ,   ,    ,   ,UOOO,UN,P,A, , , , ;
SID:020,5,ANES1B,RW19,ANESO,UN,E,A,EEC ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ANES1C,RW01,DER01,UN,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04870, ,   ,    ,   ,AP,UN,P,N, , , , ;
SID:020,2,ANES1C,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0130,    ,+,01200,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,ANES1C,RW01,AP,UN,P,N,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:040,2,ANES1C,RW01,ANESO,UN,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ANES1D,RW19,DER19,UN,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04870, ,   ,    ,   ,BF,UN,P,N, , , , ;
SID:020,2,ANES1D,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1930,    ,+,01260,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,ANES1D,RW19,BF,UN,P,N,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:040,2,ANES1D,RW19,ANESO,UN,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ANES1L,RW01, , , , ,    , ,   ,CD, ,NOR,UN,D, ,      ,    ,    ,0130,0033, ,     ,     ,04870,-,205,    ,   ,NOR,UN,D, , , , , ;
SID:015,2,ANES1L,RW01,NOR,UN,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,260,    ,   , , , , , , , , ;
SID:020,2,ANES1L,RW01,ANESO,UN,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ANES1M,RW19, , , , ,    , ,   ,CD, ,NOR,UN,D, ,      ,    ,    ,1930,0028, ,     ,     ,04870,-,205,    ,   ,NOR,UN,D, , , , , ;
SID:015,2,ANES1M,RW19,NOR,UN,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ANES1M,RW19,ANESO,UN,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BI1L,RW01, , , , ,    , ,   ,CD, ,NOR,UN,D, ,      ,    ,    ,0130,0033, ,     ,     ,04870, ,   ,    ,   ,NOR,UN,D, , , , , ;
SID:020,2,BI1L,RW01,BI,UN,D,B,EEC ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BI1M,RW19, , , , ,    , ,   ,CD, ,NOR,UN,D, ,      ,    ,    ,1930,0028, ,     ,     ,04870, ,   ,    ,   ,NOR,UN,D, , , , , ;
SID:020,2,BI1M,RW19,BI,UN,D,B,EEC , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BI2C,RW01,DER01,UN,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04870, ,   ,    ,   ,AP,UN,P,N, , , , ;
SID:020,2,BI2C,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0130,    ,+,01200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BI2C,RW01,BI,UN,D,B,EEC ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BI2D,RW19,DER19,UN,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04870, ,   ,    ,   ,BF,UN,P,N, , , , ;
SID:020,2,BI2D,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1930,    ,+,01260,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BI2D,RW19,BI,UN,D,B,EEC , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BI3A,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0130,    ,+,01200,     ,04870, ,   ,    ,   ,UOOO,UN,P,A, , , , ;
SID:020,5,BI3A,RW01,BI,UN,D,B,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BI3B,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1930,    ,+,01260,     ,04870, ,   ,    ,   ,UOOO,UN,P,A, , , , ;
SID:020,5,BI3B,RW19,BI,UN,D,B,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GIND1A,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0130,    ,+,01200,     ,04870, ,   ,    ,   ,UOOO,UN,P,A, , , , ;
SID:020,5,GIND1A,RW01,GINDA,UN,E,A,EEC ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GIND1B,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1930,    ,+,01260,     ,04870, ,   ,    ,   ,UOOO,UN,P,A, , , , ;
SID:020,5,GIND1B,RW19,GINDA,UN,E,A,EEC , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GIND1C,RW01,DER01,UN,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04870, ,   ,    ,   ,AP,UN,P,N, , , , ;
SID:020,2,GIND1C,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0130,    ,+,01200,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,GIND1C,RW01,AP,UN,P,N,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GIND1C,RW01,GINDA,UN,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GIND1D,RW19,DER19,UN,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04870, ,   ,    ,   ,BF,UN,P,N, , , , ;
