APPCH:010,A,R01,ISAAC,ISAAC,FY,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R01,ISAAC,WE01I,FY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R01,TILLY,TILLY,FY,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R01,TILLY,WE01I,FY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R01, ,WE01I,FY,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R01, ,WE01F,FY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0030,0055,+,07910,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R01, ,RW01M,FY,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,0030,0050, ,05625,     ,     , ,   ,-430,   , , , , , ,B,J,S;
APPCH:040,R,R01, ,WEM01,FY,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R01, ,TILLY,FY,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R01, ,TILLY,FY,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,0930,T010,+,10000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R19,DUMSO,DUMSO,FY,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R19,DUMSO,WE19I,FY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,08500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R19,KAPPI,KAPPI,FY,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R19,KAPPI,WE19I,FY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,08500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R19,TEXET,TEXET,FY,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R19,TEXET,WE19I,FY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,08500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R19, ,WE19I,FY,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R19, ,WE19F,FY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1830,0055,+,07500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R19, ,WE19M,FY,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,1830,0050, ,05911,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R19, ,WEM02,FY,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R19, ,TEXET,FY,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R19, ,TEXET,FY,P,C,EE H,L,010,HM, , , , , ,      ,    ,    ,0930,T010,+,10000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
RWY:RW01 ,     ,      ,05575, ,    , ,   ;S22365008,E017044963,0000;
RWY:RW09 ,     ,      ,05572, ,    , ,   ;S22364868,E017042927,0000;
RWY:RW19 ,     ,      ,05510, ,    , ,   ;S22354638,E017043900,0000;
RWY:RW27 ,     ,      ,05568, ,    , ,   ;S22364053,E017050332,0000;
