APPCH:010,A,D23,IMN1,IMN,DA,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04830,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D23,IMN1,IMN,DA,D, ,V   , ,   ,FD, ,IMN,DA,D, ,      ,0000,0000,0670,0070,+,03580,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D23,IMN1,D044G,DA,P,C,E  B,L,   ,CF,Y,IMN,DA,D, ,      ,0440,0070,2240,0010,+,03580,     ,     ,-,185,    ,   , , , , , ,0, ,S;
APPCH:040,A,D23,IMN1,FD23,DA,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03580,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D23,IMN2,IMN,DA,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04830,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D23,IMN2,IMN,DA,D, ,V   , ,   ,FD, ,IMN,DA,D, ,      ,0000,0000,0580,0070,+,03580,     ,     ,-,140,    ,   , , , , , ,0, ,S;
APPCH:040,A,D23,IMN2,FD23,DA,P,C,EE  ,L,   ,CF,Y,IMN,DA,D, ,      ,0440,0050,2240,0020,+,03580,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D23, ,FD23,DA,P,C,E  F, ,   ,IF, ,IMN,DA,D, ,      ,0440,0050,    ,    ,+,03580,     ,     , ,   ,    ,   ,IMN,DA,D, , ,0, ,S;
APPCH:030,D,D23, ,IMN,DA,D, ,V  M, ,   ,CF, ,IMN,DA,D, ,      ,0000,0000,2240,0050, ,01976,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D23, ,IMN,DA,D, ,V M , ,   ,FA, ,IMN,DA,D, ,      ,0000,0000,2240,    ,+,03820,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D23, ,IMN,DA,D, ,VE  ,R,   ,CF,Y,IMN,DA,D, ,      ,0000,0000,0670,0040, ,04930,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,N23,ZAR1,ZAR,DA,D,B,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04830,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,N23,ZAR1,ZAR,DA,D,B,EY  , ,   ,FC, ,IMN,DA,D, ,      ,2368,0019,0750,0088,+,03190,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,N23,ZAR1,FN23,DA,P,C,EE  ,L,   ,CF,Y,IMN,DA,D, ,      ,0571,0038,2370,0040,+,03190,     ,     ,-,185,    ,   , , , , , ,0, ,S;
APPCH:010,A,N23,ZAR2,ZAR,DA,D,B,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04830,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,N23,ZAR2,ZAR,DA,D,B,EY  , ,   ,FC, ,IMN,DA,D, ,      ,2368,0019,0690,0070,+,03190,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,N23,ZAR2,FN23,DA,P,C,EE  ,L,   ,CF,Y,IMN,DA,D, ,      ,0571,0038,2370,0020,+,03190,     ,     , ,   ,    ,   , , , , , ,0, ,S;
