SID:010,4,BINAL1,RW08,HITEN,PA,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BINAL1,RW08,BINAL,PA,E,A,EE  ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BINAL1,RW26,BOYAR,PA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BINAL1,RW26,BINAL,PA,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,2220,0280, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BINAL1, ,BINAL,PA,E,A,EE  , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
APPCH:010,A,R08,BINAL,BINAL,PA,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R08,BINAL,DIYAL,PA,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,0320,0231,+,02300,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R08,HBT,HBT,PA,D,B,N   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R08,HBT,AVICA,PA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,2990,0350,+,07000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R08,HBT,CUBEM,PA,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,2990,0125,+,04000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:040,A,R08,HBT,DIYAL,PA,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,3510,0100,+,02300,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R08,PDN,PDN,PA,D,B,N   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R08,PDN,CIPAN,PA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,2130,0859,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R08,PDN,CUBEM,PA,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,2430,0341,+,04000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:040,A,R08,PDN,DIYAL,PA,P,C,EE  ,R,   ,TF,Y, , , , ,      ,    ,    ,3510,0100,+,02300,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R08, ,DIYAL,PA,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R08, ,BOYAR,PA,P,C,E  F, ,031,TF, , , , , ,      ,    ,    ,0810,0061,+,01600,     ,     , ,   ,    ,   ,RW08,PA,P,G, ,B,J,S;
PRDAT:N,          ,N,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R08, ,RW08,PA,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,0810,0049, ,00054,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R08, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0810,    ,+,00414,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R08, ,BINAL,PA,E,A,EY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R08, ,BINAL,PA,E,A,EE  ,R,   ,HM, , , , , ,      ,    ,    ,0322,0050,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R26,BINAL,BINAL,PA,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R26,BINAL,HEREN,PA,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,0680,0405,+,05000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R26,BINAL,GOTSE,PA,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,3410,0090,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R26,HBT,HBT,PA,D,B,N   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R26,HBT,HEREN,PA,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,3280,0329,+,05000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R26,HBT,GOTSE,PA,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,3410,0090,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R26,PDN,PDN,PA,D,B,N   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
