SID:010,2,ABDI2D,RW15, , , , ,    , ,   ,CD, ,MOF,UW,D, ,      ,    ,    ,1470,0039, ,     ,     ,04000, ,   ,    ,   ,MOF,UW,D, , , , , ;
SID:020,2,ABDI2D,RW15, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,3360,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ABDI2D,RW15,ABDIS,UW,E,A,EE  , ,   ,CF, ,MOF,UW,D, ,      ,2556,0443,2560,0420,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ABDI2J,RW05, , , , ,    , ,   ,CD, ,MOF,UW,D, ,      ,    ,    ,0490,0035, ,     ,     ,04000,-,215,    ,   ,MOF,UW,D, , , , , ;
SID:020,2,ABDI2J,RW05,MOF,UW,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ABDI2J,RW05,ABDIS,UW,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ABDI2K,RW33, , , , ,    , ,   ,CD, ,MOF,UW,D, ,      ,    ,    ,3270,0042, ,     ,     ,04000, ,   ,    ,   ,MOF,UW,D, , , , , ;
SID:020,2,ABDI2K,RW33, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1850,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ABDI2K,RW33,ABDIS,UW,E,A,EE  , ,   ,CF, ,MOF,UW,D, ,      ,2556,0443,2560,0390,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ABDI2L,RW23, , , , ,    , ,   ,CD, ,MOF,UW,D, ,      ,    ,    ,2290,0039, ,     ,     ,04000, ,   ,    ,   ,MOF,UW,D, , , , , ;
SID:020,2,ABDI2L,RW23, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2850,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ABDI2L,RW23,ABDIS,UW,E,A,EE  , ,   ,CF, ,MOF,UW,D, ,      ,2556,0443,2560,0380,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ABDI2S,RW15,DER15,UW,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,WG,UW,P,N, , , , ;
SID:020,2,ABDI2S,RW15, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1470,    ,+,00900,     ,     ,-,225,    ,   , , , , , , , , ;
SID:030,2,ABDI2S,RW15,WG,UW,P,N,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ABDI2S,RW15,ABDIS,UW,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,ABDI2U,RW33,DER33,UW,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,AZ,UW,P,N, , , , ;
SID:010,2,ABDI2U,RW33, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3270,    ,+,00900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:015,2,ABDI2U,RW33, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1790,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ABDI2U,RW33,ABDIS,UW,E,A,EE  , ,   ,CF, ,MOF,UW,D, ,      ,2556,0443,2590,0380,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ABDI2W,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0490,    ,+,00880,     ,04000, ,   ,    ,   ,UWWW,UW,P,A, , , , ;
SID:020,5,ABDI2W,RW05,WW051,UW,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ABDI2W,RW05,WW055,UW,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ABDI2W,RW05,URUKA,UW,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ABDI2W,RW05,WW054,UW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ABDI2W,RW05,ABDIS,UW,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ABDI2X,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2290,    ,+,00880,     ,04000, ,   ,    ,   ,UWWW,UW,P,A, , , , ;
SID:020,5,ABDI2X,RW23,WW058,UW,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ABDI2X,RW23,WW059,UW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ABDI2X,RW23,ABDIS,UW,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ABDI2Y,RW15, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1470,    ,+,00880,     ,04000, ,   ,    ,   ,UWWW,UW,P,A, , , , ;
