SID:010,1,BADO9K,RW04, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0430,    ,+,00420,     ,05000, ,   ,    ,   ,AZR,LF,D, , , , , ;
SID:020,1,BADO9K,RW04,DIMAD,LF,P,C,E   ,R,   ,CF, ,AZR,LF,D, ,      ,1718,0216,1290,0200, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,BADO9K,RW04, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,BADO9K,RW04,AMIRO,LF,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,BADO9K,RW17,DER17,LF,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,AZR,LF,D, , , , , ;
SID:015,1,BADO9K,RW17,ROLUP,LF,E,A,EY  , ,   ,CF, ,AZR,LF,D, ,      ,2251,0147,1550,0020, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,1,BADO9K,RW17,DIMAD,LF,P,C,E   , ,   ,CF, ,AZR,LF,D, ,      ,1718,0216,1290,0174, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,BADO9K,RW17, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,BADO9K,RW17,AMIRO,LF,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,BADO9K,RW22, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2230,    ,+,00420,     ,05000, ,   ,    ,   ,AZR,LF,D, , , , , ;
SID:020,1,BADO9K,RW22,DIMAD,LF,P,C,E   ,L,   ,CF, ,AZR,LF,D, ,      ,1718,0216,1290,0200, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,BADO9K,RW22, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,BADO9K,RW22,AMIRO,LF,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,BADO9K,RW35, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3500,    ,+,00420,     ,05000, ,   ,    ,   ,AZR,LF,D, , , , , ;
SID:020,1,BADO9K,RW35,DIMAD,LF,P,C,E   ,R,   ,CF, ,AZR,LF,D, ,      ,1718,0216,1290,0200, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,BADO9K,RW35, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,BADO9K,RW35,AMIRO,LF,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BADO9K, ,AMIRO,LF,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,AZR,LF,D, , , , , ;
SID:040,2,BADO9K, ,BADOD,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:015,5,BADO9N,RW17,ROLUP,LF,E,A,E   , ,   ,CF, ,AZR,LF,D, ,      ,2251,0147,1550,0030, ,     ,     ,05000, ,   ,    ,   ,LFMD,LF,P,A, , , , ;
SID:020,5,BADO9N,RW17,DIMAD,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BADO9N,RW17,DIMAD,LF,P,C,E   , ,   ,FM, ,AZR,LF,D, ,      ,1718,0216,1290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BADO9N,RW17,AMIRO,LF,E,A,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BADO9N,RW17,BADOD,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,BASI9K,RW04, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0430,    ,+,00420,     ,05000, ,   ,    ,   ,AZR,LF,D, , , , , ;
SID:020,1,BASI9K,RW04,DIMAD,LF,P,C,E   ,R,   ,CF, ,AZR,LF,D, ,      ,1718,0216,1290,0200, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,BASI9K,RW04, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,BASI9K,RW04,USANO,LF,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,BASI9K,RW17,DER17,LF,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,AZR,LF,D, , , , , ;
SID:015,1,BASI9K,RW17,ROLUP,LF,E,A,EY  , ,   ,CF, ,AZR,LF,D, ,      ,2251,0147,1550,0020, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,1,BASI9K,RW17,DIMAD,LF,P,C,E   , ,   ,CF, ,AZR,LF,D, ,      ,1718,0216,1290,0174, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,BASI9K,RW17, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,BASI9K,RW17,USANO,LF,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,BASI9K,RW22, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2230,    ,+,00420,     ,05000, ,   ,    ,   ,AZR,LF,D, , , , , ;
SID:020,1,BASI9K,RW22,DIMAD,LF,P,C,E   ,L,   ,CF, ,AZR,LF,D, ,      ,1718,0216,1290,0200, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,BASI9K,RW22, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,BASI9K,RW22,USANO,LF,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,BASI9K,RW35, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3500,    ,+,00420,     ,05000, ,   ,    ,   ,AZR,LF,D, , , , , ;
SID:020,1,BASI9K,RW35,DIMAD,LF,P,C,E   ,R,   ,CF, ,AZR,LF,D, ,      ,1718,0216,1290,0200, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,BASI9K,RW35, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,BASI9K,RW35,USANO,LF,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BASI9K, ,USANO,LF,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,AZR,LF,D, , , , , ;
SID:040,2,BASI9K, ,BASIP,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:015,5,BASI9N,RW17,ROLUP,LF,E,A,E   , ,   ,CF, ,AZR,LF,D, ,      ,2251,0147,1550,0030, ,     ,     ,05000, ,   ,    ,   ,LFMD,LF,P,A, , , , ;
SID:020,5,BASI9N,RW17,DIMAD,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BASI9N,RW17,DIMAD,LF,P,C,E   , ,   ,FM, ,AZR,LF,D, ,      ,1718,0216,1290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BASI9N,RW17,USANO,LF,E,A,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BASI9N,RW17,BASIP,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,BODR9K,RW04, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0430,    ,+,00420,     ,05000, ,   ,    ,   ,AZR,LF,D, , , , , ;
SID:020,1,BODR9K,RW04,DIMAD,LF,P,C,E   ,R,   ,CF, ,AZR,LF,D, ,      ,1718,0216,1290,0200, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,BODR9K,RW04, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,BODR9K,RW04,AMIRO,LF,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,BODR9K,RW17,DER17,LF,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,AZR,LF,D, , , , , ;
SID:015,1,BODR9K,RW17,ROLUP,LF,E,A,EY  , ,   ,CF, ,AZR,LF,D, ,      ,2251,0147,1550,0020, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,1,BODR9K,RW17,DIMAD,LF,P,C,E   , ,   ,CF, ,AZR,LF,D, ,      ,1718,0216,1290,0174, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
