APPCH:010,A,D14L,IBUGA,IBUGA,EY,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:020,A,D14L,IBUGA,D347M,EY,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D14L,IBUGA,CD14L,EY,P,C,EE B,L,   ,AF, ,SAU,EY,D, ,      ,3141,0130,3470,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D14L,SAU,SAU,EY,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:020,A,D14L,SAU,SAU,EY,D, ,V   , ,   ,FD, ,SAU,EY,D, ,      ,0000,0000,3360,0116,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D14L,SAU,D336M,EY,P,C,E   , ,   ,CF, ,SAU,EY,D, ,      ,3360,0130,3360,0014, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D14L,SAU,CD14L,EY,P,C,EE B,L,   ,AF, ,SAU,EY,D, ,      ,3141,0130,3360,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D14L, ,CD14L,EY,P,C,E  I, ,   ,IF, ,SAU,EY,D, ,      ,3141,0130,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D14L, ,FD14L,EY,P,C,E  F, ,   ,CF, ,SAU,EY,D, ,      ,3141,0078,1340,0052,+,02300,     ,     , ,   ,    ,   ,SAU,EY,D, , ,0, ,S;
APPCH:025,D,D14L, ,40VOR,EY,P,C,E S , ,   ,CF, ,SAU,EY,D, ,      ,3141,0040,1340,0038,+,01100,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:030,D,D14L, ,MD14L,EY,P,C,E  M, ,   ,CF, ,SAU,EY,D, ,      ,3141,0029,1340,0011, ,00754,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D14L, ,SAU,EY,D, ,VYM , ,   ,CF, ,SAU,EY,D, ,      ,0000,0000,1340,0029, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D14L, ,SAU,EY,D, ,V   , ,   ,FA, ,SAU,EY,D, ,      ,0000,0000,1340,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D14L, ,SAU,EY,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,220,    ,   , , , , , ,0, ,S;
APPCH:010,A,D14R,IBUGA,IBUGA,EY,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:020,A,D14R,IBUGA,D347M,EY,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D14R,IBUGA,CD14R,EY,P,C,EE B,L,   ,AF, ,SAU,EY,D, ,      ,3113,0130,3470,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D14R,SAU,SAU,EY,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:020,A,D14R,SAU,SAU,EY,D, ,V   , ,   ,FD, ,SAU,EY,D, ,      ,0000,0000,3360,0116,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D14R,SAU,D336M,EY,P,C,E   , ,   ,CF, ,SAU,EY,D, ,      ,3360,0130,3360,0014, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D14R,SAU,CD14R,EY,P,C,EE B,L,   ,AF, ,SAU,EY,D, ,      ,3113,0130,3360,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D14R, ,CD14R,EY,P,C,E  I, ,   ,IF, ,SAU,EY,D, ,      ,3113,0130,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D14R, ,FD14R,EY,P,C,E  F, ,   ,CF, ,SAU,EY,D, ,      ,3113,0077,1310,0053,+,02300,     ,     , ,   ,    ,   ,SAU,EY,D, , ,0, ,S;
APPCH:025,D,D14R, ,39VOR,EY,P,C,E S , ,   ,CF, ,SAU,EY,D, ,      ,3112,0039,1310,0038,+,01100,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:030,D,D14R, ,MD14R,EY,P,C,E  M, ,   ,CF, ,SAU,EY,D, ,      ,3113,0028,1310,0012, ,00741,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D14R, ,SAU,EY,D, ,V M , ,   ,CF, ,SAU,EY,D, ,      ,0000,0000,1310,0028, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D14R, ,SAU,EY,D, ,V   , ,   ,FA, ,SAU,EY,D, ,      ,0000,0000,1310,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D14R, ,SAU,EY,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:010,A,D32L,ODASA,ODASA,EY,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:020,A,D32L,ODASA, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3520,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D32L,ODASA,CD32L,EY,P,C,EE B,L,   ,AF, ,SAU,EY,D, ,      ,1511,0110,1720,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D32L,SAU,SAU,EY,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:020,A,D32L,SAU,SAU,EY,D, ,V   , ,   ,FD, ,SAU,EY,D, ,      ,0000,0000,1730,0096,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D32L,SAU,D173K,EY,P,C,E   , ,   ,CF, ,SAU,EY,D, ,      ,1730,0110,1730,0014, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D32L,SAU,CD32L,EY,P,C,EE B,L,   ,AF, ,SAU,EY,D, ,      ,1511,0110,1730,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D32L, ,CD32L,EY,P,C,E  I, ,   ,IF, ,SAU,EY,D, ,      ,1511,0110,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D32L, ,FD32L,EY,P,C,E  F, ,   ,CF, ,SAU,EY,D, ,      ,1511,0056,3310,0054,+,02300,     ,     , ,   ,    ,   ,SAU,EY,D, , ,0, ,S;
APPCH:030,D,D32L, ,MD32L,EY,P,C,E  M, ,   ,CF, ,SAU,EY,D, ,      ,1511,0009,3310,0047, ,00828,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D32L, ,SAU,EY,D, ,V M , ,   ,CF, ,SAU,EY,D, ,      ,0000,0000,3310,0009, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D32L, ,SAU,EY,D, ,V   , ,   ,FA, ,SAU,EY,D, ,      ,0000,0000,3310,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D32L, ,SAU,EY,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , ,0, ,S;
