APPCH:010,A,D32R,ODASA,ODASA,EY,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:020,A,D32R,ODASA, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3520,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D32R,ODASA,CD32R,EY,P,C,EE B,L,   ,AF, ,SAU,EY,D, ,      ,1411,0110,1720,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D32R,SAU,SAU,EY,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:020,A,D32R,SAU,SAU,EY,D, ,V   , ,   ,FD, ,SAU,EY,D, ,      ,0000,0000,1650,0096,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D32R,SAU,D165K,EY,P,C,E   , ,   ,CF, ,SAU,EY,D, ,      ,1650,0110,1650,0014, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D32R,SAU,CD32R,EY,P,C,EE B,L,   ,AF, ,SAU,EY,D, ,      ,1411,0110,1650,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D32R, ,CD32R,EY,P,C,E  I, ,   ,IF, ,SAU,EY,D, ,      ,1411,0110,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D32R, ,FD32R,EY,P,C,E  F, ,   ,CF, ,SAU,EY,D, ,      ,1411,0055,3210,0055,+,02300,     ,     , ,   ,    ,   ,SAU,EY,D, , ,0, ,S;
APPCH:030,D,D32R, ,MD32R,EY,P,C,E  M, ,   ,CF, ,SAU,EY,D, ,      ,1411,0012,3210,0044, ,00931,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D32R, ,SAU,EY,D, ,VYM , ,   ,CF, ,SAU,EY,D, ,      ,0000,0000,3210,0012, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D32R, ,SAU,EY,D, ,V   , ,   ,FA, ,SAU,EY,D, ,      ,0000,0000,3210,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D32R, ,SAU,EY,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:010,A,I14L,IBUGA,IBUGA,EY,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:020,A,I14L,IBUGA,D347M,EY,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I14L,IBUGA,D323M,EY,P,C,E   ,L,   ,AF, ,SAU,EY,D, ,      ,3230,0130,3470,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I14L,IBUGA, , , , , E  , ,   ,VI, ,ISZ,EY,P,I,      ,    ,    ,1660,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I14L,SAU,SAU,EY,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:020,A,I14L,SAU,SAU,EY,D, ,V   , ,   ,FD, ,SAU,EY,D, ,      ,0000,0000,3380,0116,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I14L,SAU,D338M,EY,P,C,E   , ,   ,CF, ,SAU,EY,D, ,      ,3380,0130,3380,0014, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I14L,SAU,D323M,EY,P,C,E   ,L,   ,AF, ,SAU,EY,D, ,      ,3230,0130,3380,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,I14L,SAU, , , , , E  , ,   ,VI, ,ISZ,EY,P,I,      ,    ,    ,1660,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I14L, ,CF14L,EY,P,C,E  I, ,   ,IF, ,ISZ,EY,P,I,      ,3161,0130,    ,    ,J,03000,02300,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I14L, ,FI14L,EY,P,C,E  F, ,   ,CF, ,ISZ,EY,P,I,      ,3162,0077,1360,0054,H,02300,02300,     , ,   ,-300,   ,SAU,EY,D, , ,0,D,S;
APPCH:030,I,I14L, ,RW14L,EY,P,G,G  M, ,   ,CF, ,ISZ,EY,P,I,      ,3162,0021,1360,0056, ,00502,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I14L, ,RW14L,EY,P,G,G M , ,   ,FA, ,SAU,EY,D, ,      ,3133,0021,1360,    ,+,01900,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I14L, ,SAU,EY,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,220,    ,   , , , , , ,0,D,S;
APPCH:010,A,I14LY,IBUGA,IBUGA,EY,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:020,A,I14LY,IBUGA,D349L,EY,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I14LY,IBUGA,D323L,EY,P,C,E   ,L,   ,AF, ,SQQ,EY,D, ,      ,3230,0120,3490,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I14LY,IBUGA, , , , , E  , ,   ,VI, ,ISZ,EY,P,I,      ,    ,    ,1660,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I14LY,SQQ,SQQ,EY,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:020,A,I14LY,SQQ,SQQ,EY,D, ,V   , ,   ,FD, ,SQQ,EY,D, ,      ,0000,0000,3400,0106,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I14LY,SQQ,D340L,EY,P,C,E   , ,   ,CF, ,SQQ,EY,D, ,      ,3400,0120,3400,0014, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I14LY,SQQ,D323L,EY,P,C,E   ,L,   ,AF, ,SQQ,EY,D, ,      ,3230,0120,3400,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,I14LY,SQQ, , , , , E  , ,   ,VI, ,ISZ,EY,P,I,      ,    ,    ,1660,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I14LY, ,CF1LY,EY,P,C,E  I, ,   ,IF, ,ISZ,EY,P,I,      ,3161,0128,    ,    ,J,03000,02300,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I14LY, ,FI14L,EY,P,C,E  F, ,   ,CF, ,ISZ,EY,P,I,      ,3162,0077,1360,0052,H,02300,02300,     , ,   ,-300,   ,SQQ,EY,D, , ,0,D,S;
APPCH:030,I,I14LY, ,RW14L,EY,P,G,G  M, ,   ,CF, ,ISZ,EY,P,I,      ,3162,0021,1360,0056, ,00502,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I14LY, ,RW14L,EY,P,G,G M , ,   ,FA, ,SAU,EY,D, ,      ,3133,0021,1360,    ,+,01900,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I14LY, ,SQQ,EY,D, ,VE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,220,    ,   , , , , , ,0,D,S;
APPCH:010,A,I14LZ,IBUGA,IBUGA,EY,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:020,A,I14LZ,IBUGA,D347M,EY,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I14LZ,IBUGA,D323M,EY,P,C,E   ,L,   ,AF, ,SAU,EY,D, ,      ,3230,0130,3470,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I14LZ,IBUGA, , , , , E  , ,   ,VI, ,ISZ,EY,P,I,      ,    ,    ,1660,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I14LZ,SAU,SAU,EY,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:020,A,I14LZ,SAU,SAU,EY,D, ,V   , ,   ,FD, ,SAU,EY,D, ,      ,0000,0000,3380,0116,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I14LZ,SAU,D338M,EY,P,C,E   , ,   ,CF, ,SAU,EY,D, ,      ,3380,0130,3380,0014, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I14LZ,SAU,D323M,EY,P,C,E   ,L,   ,AF, ,SAU,EY,D, ,      ,3230,0130,3380,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,I14LZ,SAU, , , , , E  , ,   ,VI, ,ISZ,EY,P,I,      ,    ,    ,1660,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I14LZ, ,CF14L,EY,P,C,E  I, ,   ,IF, ,ISZ,EY,P,I,      ,3161,0130,    ,    ,J,03000,02300,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I14LZ, ,FI14L,EY,P,C,E  F, ,   ,CF, ,ISZ,EY,P,I,      ,3162,0077,1360,0054,H,02300,02300,     , ,   ,-300,   ,SAU,EY,D, , ,0,D,S;
APPCH:030,I,I14LZ, ,RW14L,EY,P,G,G  M, ,   ,CF, ,ISZ,EY,P,I,      ,3162,0021,1360,0056, ,00502,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I14LZ, ,RW14L,EY,P,G,G M , ,   ,FA, ,SAU,EY,D, ,      ,3133,0021,1360,    ,+,01900,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I14LZ, ,SAU,EY,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,220,    ,   , , , , , ,0,D,S;
APPCH:010,A,I32R,ODASA,ODASA,EY,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:020,A,I32R,ODASA, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3520,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I32R,ODASA,D145K,EY,P,C,E   ,L,   ,AF, ,SAU,EY,D, ,      ,1450,0110,1720,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I32R,ODASA, , , , , E  , ,   ,VI, ,IDL,EY,P,I,      ,    ,    ,3460,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I32R,SAU,SAU,EY,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:020,A,I32R,SAU,SAU,EY,D, ,V   , ,   ,FD, ,SAU,EY,D, ,      ,0000,0000,1650,0096,+,02300,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I32R,SAU,D165K,EY,P,C,E   , ,   ,CF, ,SAU,EY,D, ,      ,1650,0110,1650,0014, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I32R,SAU,D145K,EY,P,C,E   ,L,   ,AF, ,SAU,EY,D, ,      ,1450,0110,1650,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,I32R,SAU, , , , , E  , ,   ,VI, ,IDL,EY,P,I,      ,    ,    ,3460,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I32R, ,CF32R,EY,P,C,E  I, ,   ,IF, ,IDL,EY,P,I,      ,1361,0133,    ,    ,J,02300,02300,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I32R, ,FI32R,EY,P,C,E  F, ,   ,CF, ,IDL,EY,P,I,      ,1361,0077,3160,0056,H,02300,02300,     , ,   ,-300,   ,SAU,EY,D, , ,0,D,S;
APPCH:030,I,I32R, ,RW32R,EY,P,G,G  M, ,   ,CF, ,IDL,EY,P,I,      ,1361,0021,3160,0056, ,00492,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I32R, ,RW32R,EY,P,G,G M , ,   ,FA, ,SAU,EY,D, ,      ,2884,0002,3160,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,I,I32R, ,SAU,EY,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,220,    ,   , , , , , ,0,D,S;
APPCH:010,A,I32RY,ODASA,ODASA,EY,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:020,A,I32RY,ODASA, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3500,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I32RY,ODASA,D144L,EY,P,C,E   ,L,   ,AF, ,SQQ,EY,D, ,      ,1440,0115,1700,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I32RY,ODASA, , , , , E  , ,   ,VI, ,IDL,EY,P,I,      ,    ,    ,3460,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I32RY,SQQ,SQQ,EY,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:020,A,I32RY,SQQ,SQQ,EY,D, ,V   , ,   ,FD, ,SQQ,EY,D, ,      ,0000,0000,1620,0101,+,02300,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I32RY,SQQ,D162L,EY,P,C,E   , ,   ,CF, ,SQQ,EY,D, ,      ,1620,0115,1620,0014, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I32RY,SQQ,D144L,EY,P,C,E   ,L,   ,AF, ,SQQ,EY,D, ,      ,1440,0115,1620,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,I32RY,SQQ, , , , , E  , ,   ,VI, ,IDL,EY,P,I,      ,    ,    ,3460,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I32RY, ,CF3RY,EY,P,C,E  I, ,   ,IF, ,IDL,EY,P,I,      ,1361,0130,    ,    ,J,02300,02300,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I32RY, ,FI32R,EY,P,C,E  F, ,   ,CF, ,IDL,EY,P,I,      ,1361,0077,3160,0053,H,02300,02300,     , ,   ,-300,   ,SQQ,EY,D, , ,0,D,S;
APPCH:030,I,I32RY, ,RW32R,EY,P,G,G  M, ,   ,CF, ,IDL,EY,P,I,      ,1361,0021,3160,0056, ,00492,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I32RY, ,RW32R,EY,P,G,G M , ,   ,FA, ,SAU,EY,D, ,      ,2884,0002,3160,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,I,I32RY, ,SQQ,EY,D, ,VE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,220,    ,   , , , , , ,0,D,S;
APPCH:010,A,I32RZ,ODASA,ODASA,EY,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:020,A,I32RZ,ODASA, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3520,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I32RZ,ODASA,D145K,EY,P,C,E   ,L,   ,AF, ,SAU,EY,D, ,      ,1450,0110,1720,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I32RZ,ODASA, , , , , E  , ,   ,VI, ,IDL,EY,P,I,      ,    ,    ,3460,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I32RZ,SAU,SAU,EY,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:020,A,I32RZ,SAU,SAU,EY,D, ,V   , ,   ,FD, ,SAU,EY,D, ,      ,0000,0000,1650,0096,+,02300,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I32RZ,SAU,D165K,EY,P,C,E   , ,   ,CF, ,SAU,EY,D, ,      ,1650,0110,1650,0014, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I32RZ,SAU,D145K,EY,P,C,E   ,L,   ,AF, ,SAU,EY,D, ,      ,1450,0110,1650,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,I32RZ,SAU, , , , , E  , ,   ,VI, ,IDL,EY,P,I,      ,    ,    ,3460,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I32RZ, ,CF32R,EY,P,C,E  I, ,   ,IF, ,IDL,EY,P,I,      ,1361,0133,    ,    ,J,02300,02300,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I32RZ, ,FI32R,EY,P,C,E  F, ,   ,CF, ,IDL,EY,P,I,      ,1361,0077,3160,0056,H,02300,02300,     , ,   ,-300,   ,SAU,EY,D, , ,0,D,S;
APPCH:030,I,I32RZ, ,RW32R,EY,P,G,G  M, ,   ,CF, ,IDL,EY,P,I,      ,1361,0021,3160,0056, ,00492,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I32RZ, ,RW32R,EY,P,G,G M , ,   ,FA, ,SAU,EY,D, ,      ,2884,0002,3160,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,I,I32RZ, ,SAU,EY,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,220,    ,   , , , , , ,0,D,S;
APPCH:010,A,L14L,IBUGA,IBUGA,EY,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:020,A,L14L,IBUGA,D347M,EY,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,L14L,IBUGA,D323M,EY,P,C,E   ,L,   ,AF, ,SAU,EY,D, ,      ,3230,0130,3470,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
