SID:010,5,ALTA1R,RW34,BUDAV,OE,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,13000, ,   ,    ,   ,OEKA,OE,P,A, , , , ;
SID:020,5,ALTA1R,RW34,UKNOL,OE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALTA1R,RW34,ASKEV,OE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALTA1R,RW34,ALMUM,OE,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALTA1R,RW34,ASKES,OE,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ALTA1R,RW34,REEMA,OE,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ALTA1R,RW34,KEBOL,OE,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ALTA1R,RW34,ALTAV,OE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALTA1X,RW16,ULBOR,OE,P,C,EY  , ,   ,CF, ,RAZ,OE,D, ,      ,1580,0044,1580,0049,+,03400,     ,13000,-,200,    ,   ,OEKA,OE,P,A, , , , ;
SID:020,5,ALTA1X,RW16,RUBAN,OE,E,A,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,07100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALTA1X,RW16,EGPOM,OE,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALTA1X,RW16,OBMUM,OE,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALTA1X,RW16,KODAT,OE,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ALTA1X,RW16,TAMLU,OE,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ALTA1X,RW16,GOGMO,OE,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ALTA1X,RW16,ALTAV,OE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DURM1R,RW34,BUDAV,OE,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,13000,-,200,    ,   ,OEKA,OE,P,A, , , , ;
SID:020,5,DURM1R,RW34,EGSOL,OE,E,A,E   ,L,   ,TF,Y, , , , ,      ,    ,    ,    ,    ,+,08200,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,DURM1R,RW34,ULDOD,OE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DURM1R,RW34,DURMA,OE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DURM1X,RW16,ULBOR,OE,P,C,EY  , ,   ,CF, ,RAZ,OE,D, ,      ,1580,0044,1580,0049,+,03400,     ,13000,-,200,    ,   ,OEKA,OE,P,A, , , , ;
SID:020,5,DURM1X,RW16,EGSOL,OE,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DURM1X,RW16,ULDOD,OE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DURM1X,RW16,DURMA,OE,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ESRA1R,RW34,BUDAV,OE,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,13000, ,   ,    ,   ,OEKA,OE,P,A, , , , ;
SID:020,5,ESRA1R,RW34,UKNOL,OE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ESRA1R,RW34,ASKEV,OE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ESRA1R,RW34,ALMUM,OE,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ESRA1R,RW34,ASKES,OE,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
