SID:030,5,DOSB3J,RW19L,BS902,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DOSB3J,RW19L,MEZZO,VT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DOSB3J,RW19L,DOSBU,VT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DOSB3K,RW01R,EXSON,VT,P,C,EY  , ,   ,CF, ,BKK,VT,D, ,      ,1305,0136,0150,0035, ,     ,     ,11000,-,230,    ,   ,VTBS,VT,P,A, , , , ;
SID:020,5,DOSB3K,RW01R,BS101,VT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DOSB3K,RW01R,DOSBU,VT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GORS3G,RW19R,ROVEN,VT,P,C,EY  , ,   ,CF, ,BKK,VT,D, ,      ,1576,0182,1950,0035, ,     ,     ,11000,-,220,    ,   ,VTBS,VT,P,A, , , , ;
SID:020,5,GORS3G,RW19R,BS901,VT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GORS3G,RW19R,BS902,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GORS3G,RW19R,MEZZO,VT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GORS3G,RW19R,BS915,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,GORS3G,RW19R,GORSI,VT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GORS3H,RW01L,VARIS,VT,P,C,EY  , ,   ,CF, ,BKK,VT,D, ,      ,1311,0124,0150,0035, ,     ,     ,11000,-,230,    ,   ,VTBS,VT,P,A, , , , ;
SID:020,5,GORS3H,RW01L,BS101,VT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GORS3H,RW01L,BS102,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GORS3H,RW01L,GORSI,VT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GORS3J,RW19L,LOUIS,VT,P,C,EY  , ,   ,CF, ,BKK,VT,D, ,      ,1559,0194,1950,0035, ,     ,     ,11000,-,220,    ,   ,VTBS,VT,P,A, , , , ;
SID:020,5,GORS3J,RW19L,BS901,VT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GORS3J,RW19L,BS902,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GORS3J,RW19L,MEZZO,VT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GORS3J,RW19L,BS915,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,GORS3J,RW19L,GORSI,VT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GORS3K,RW01R,EXSON,VT,P,C,EY  , ,   ,CF, ,BKK,VT,D, ,      ,1305,0136,0150,0035, ,     ,     ,11000,-,230,    ,   ,VTBS,VT,P,A, , , , ;
SID:020,5,GORS3K,RW01R,BS101,VT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GORS3K,RW01R,BS102,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GORS3K,RW01R,GORSI,VT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,HHN3G,RW19R,ROVEN,VT,P,C,EY  , ,   ,CF, ,BKK,VT,D, ,      ,1576,0182,1950,0035, ,     ,     ,11000,-,220,    ,   ,VTBS,VT,P,A, , , , ;
SID:020,5,HHN3G,RW19R,BS907,VT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,HHN3G,RW19R,BS908,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,HHN3G,RW19R,SALMA,VT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,HHN3G,RW19R,SABIS,VT,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,HHN3G,RW19R,HHN,VT,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,HHN3H,RW01L,VARIS,VT,P,C,EY  , ,   ,CF, ,BKK,VT,D, ,      ,1311,0124,0150,0035, ,     ,     ,11000,-,230,    ,   ,VTBS,VT,P,A, , , , ;
SID:020,5,HHN3H,RW01L,BS104,VT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,HHN3H,RW01L,BS108,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,10000,08000,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,HHN3H,RW01L,BS117,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,HHN3H,RW01L,BS118,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,HHN3H,RW01L,POTEP,VT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,HHN3H,RW01L,TUPKA,VT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,HHN3H,RW01L,SABIS,VT,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,HHN3H,RW01L,HHN,VT,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,HHN3J,RW19L,LOUIS,VT,P,C,EY  , ,   ,CF, ,BKK,VT,D, ,      ,1559,0194,1950,0035, ,     ,     ,11000,-,220,    ,   ,VTBS,VT,P,A, , , , ;
SID:020,5,HHN3J,RW19L,BS907,VT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,HHN3J,RW19L,BS908,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,HHN3J,RW19L,SALMA,VT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,HHN3J,RW19L,SABIS,VT,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,HHN3J,RW19L,HHN,VT,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,HHN3K,RW01R,EXSON,VT,P,C,EY  , ,   ,CF, ,BKK,VT,D, ,      ,1305,0136,0150,0035, ,     ,     ,11000,-,230,    ,   ,VTBS,VT,P,A, , , , ;
SID:020,5,HHN3K,RW01R,BS104,VT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,HHN3K,RW01R,BS108,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,10000,08000,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,HHN3K,RW01R,BS117,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,HHN3K,RW01R,BS118,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,HHN3K,RW01R,POTEP,VT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,HHN3K,RW01R,TUPKA,VT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,HHN3K,RW01R,SABIS,VT,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,HHN3K,RW01R,HHN,VT,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KASN3G,RW19R,ROVEN,VT,P,C,EY  , ,   ,CF, ,BKK,VT,D, ,      ,1576,0182,1950,0035, ,     ,     ,11000,-,220,    ,   ,VTBS,VT,P,A, , , , ;
SID:020,5,KASN3G,RW19R,BS903,VT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KASN3G,RW19R,SAMBA,VT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KASN3G,RW19R,BS905,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KASN3G,RW19R,KASNI,VT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KASN3H,RW01L,VARIS,VT,P,C,EY  , ,   ,CF, ,BKK,VT,D, ,      ,1311,0124,0150,0035, ,     ,     ,11000,-,230,    ,   ,VTBS,VT,P,A, , , , ;
SID:020,5,KASN3H,RW01L,BS101,VT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KASN3H,RW01L,BS102,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KASN3H,RW01L,BS103,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,KASN3H,RW01L,KASNI,VT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KASN3J,RW19L,LOUIS,VT,P,C,EY  , ,   ,CF, ,BKK,VT,D, ,      ,1559,0194,1950,0035, ,     ,     ,11000,-,220,    ,   ,VTBS,VT,P,A, , , , ;
SID:020,5,KASN3J,RW19L,BS903,VT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KASN3J,RW19L,SAMBA,VT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KASN3J,RW19L,BS905,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KASN3J,RW19L,KASNI,VT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KASN3K,RW01R,EXSON,VT,P,C,EY  , ,   ,CF, ,BKK,VT,D, ,      ,1305,0136,0150,0035, ,     ,     ,11000,-,230,    ,   ,VTBS,VT,P,A, , , , ;
SID:020,5,KASN3K,RW01R,BS101,VT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KASN3K,RW01R,BS102,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KASN3K,RW01R,BS103,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KASN3K,RW01R,KASNI,VT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KIGO3G,RW19R,ROVEN,VT,P,C,EY  , ,   ,CF, ,BKK,VT,D, ,      ,1576,0182,1950,0035, ,     ,     ,11000,-,220,    ,   ,VTBS,VT,P,A, , , , ;
SID:020,5,KIGO3G,RW19R,BS903,VT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KIGO3G,RW19R,SAMBA,VT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KIGO3G,RW19R,BS904,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KIGO3G,RW19R,KIGOB,VT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
