SID:010,5,ALBO3G,RW19R,ROVEN,VT,P,C,EY  , ,   ,CF, ,BKK,VT,D, ,      ,1576,0182,1950,0035, ,     ,     ,11000,-,220,    ,   ,VTBS,VT,P,A, , , , ;
SID:020,5,ALBO3G,RW19R,BS907,VT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALBO3G,RW19R,BS909,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:040,5,ALBO3G,RW19R,BS910,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALBO3G,RW19R,BS912,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ALBO3G,RW19R,BS914,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ALBO3G,RW19R,ALBOS,VT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALBO3H,RW01L,VARIS,VT,P,C,EY  , ,   ,CF, ,BKK,VT,D, ,      ,1311,0124,0150,0035, ,     ,     ,11000,-,230,    ,   ,VTBS,VT,P,A, , , , ;
SID:020,5,ALBO3H,RW01L,BS104,VT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALBO3H,RW01L,BS105,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALBO3H,RW01L,BS106,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALBO3H,RW01L,ALBOS,VT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALBO3J,RW19L,LOUIS,VT,P,C,EY  , ,   ,CF, ,BKK,VT,D, ,      ,1559,0194,1950,0035, ,     ,     ,11000,-,220,    ,   ,VTBS,VT,P,A, , , , ;
SID:020,5,ALBO3J,RW19L,BS907,VT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALBO3J,RW19L,BS909,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:040,5,ALBO3J,RW19L,BS910,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALBO3J,RW19L,BS912,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ALBO3J,RW19L,BS914,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ALBO3J,RW19L,ALBOS,VT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALBO3K,RW01R,EXSON,VT,P,C,EY  , ,   ,CF, ,BKK,VT,D, ,      ,1305,0136,0150,0035, ,     ,     ,11000,-,230,    ,   ,VTBS,VT,P,A, , , , ;
SID:020,5,ALBO3K,RW01R,BS104,VT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALBO3K,RW01R,BS105,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALBO3K,RW01R,BS106,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALBO3K,RW01R,ALBOS,VT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BONV3G,RW19R,ROVEN,VT,P,C,EY  , ,   ,CF, ,BKK,VT,D, ,      ,1576,0182,1950,0035, ,     ,     ,11000,-,220,    ,   ,VTBS,VT,P,A, , , , ;
SID:020,5,BONV3G,RW19R,BS907,VT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BONV3G,RW19R,BS909,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:040,5,BONV3G,RW19R,BS910,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BONV3G,RW19R,BS911,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BONV3G,RW19R,MEKET,VT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BONV3G,RW19R,INTOS,VT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BONV3G,RW19R,OBMAR,VT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,BONV3G,RW19R,BONVO,VT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BONV3H,RW01L,VARIS,VT,P,C,EY  , ,   ,CF, ,BKK,VT,D, ,      ,1311,0124,0150,0035, ,     ,     ,11000,-,230,    ,   ,VTBS,VT,P,A, , , , ;
SID:020,5,BONV3H,RW01L,BS104,VT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BONV3H,RW01L,BS108,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,10000,08000,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BONV3H,RW01L,BS117,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BONV3H,RW01L,BS118,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BONV3H,RW01L,OBMAR,VT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BONV3H,RW01L,BONVO,VT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BONV3J,RW19L,LOUIS,VT,P,C,EY  , ,   ,CF, ,BKK,VT,D, ,      ,1559,0194,1950,0035, ,     ,     ,11000,-,220,    ,   ,VTBS,VT,P,A, , , , ;
SID:020,5,BONV3J,RW19L,BS907,VT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BONV3J,RW19L,BS909,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:040,5,BONV3J,RW19L,BS910,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BONV3J,RW19L,BS911,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BONV3J,RW19L,MEKET,VT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BONV3J,RW19L,INTOS,VT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BONV3J,RW19L,OBMAR,VT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,BONV3J,RW19L,BONVO,VT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BONV3K,RW01R,EXSON,VT,P,C,EY  , ,   ,CF, ,BKK,VT,D, ,      ,1305,0136,0150,0035, ,     ,     ,11000,-,230,    ,   ,VTBS,VT,P,A, , , , ;
SID:020,5,BONV3K,RW01R,BS104,VT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BONV3K,RW01R,BS108,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,10000,08000,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BONV3K,RW01R,BS117,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BONV3K,RW01R,BS118,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BONV3K,RW01R,OBMAR,VT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BONV3K,RW01R,BONVO,VT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DOSB3G,RW19R,ROVEN,VT,P,C,EY  , ,   ,CF, ,BKK,VT,D, ,      ,1576,0182,1950,0035, ,     ,     ,11000,-,220,    ,   ,VTBS,VT,P,A, , , , ;
SID:020,5,DOSB3G,RW19R,BS901,VT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DOSB3G,RW19R,BS902,VT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DOSB3G,RW19R,MEZZO,VT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DOSB3G,RW19R,DOSBU,VT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DOSB3H,RW01L,VARIS,VT,P,C,EY  , ,   ,CF, ,BKK,VT,D, ,      ,1311,0124,0150,0035, ,     ,     ,11000,-,230,    ,   ,VTBS,VT,P,A, , , , ;
SID:020,5,DOSB3H,RW01L,BS101,VT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DOSB3H,RW01L,DOSBU,VT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DOSB3J,RW19L,LOUIS,VT,P,C,EY  , ,   ,CF, ,BKK,VT,D, ,      ,1559,0194,1950,0035, ,     ,     ,11000,-,220,    ,   ,VTBS,VT,P,A, , , , ;
SID:020,5,DOSB3J,RW19L,BS901,VT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
