SID:010,5,APNA1B,RW17,AVEBI,HU,P,C,E   , ,   ,CF, ,NN,HU,D, ,      ,1705,0101,1700,0090,+,05000,     ,07000, ,   ,    ,   ,HUEN,HU,P,A, , , , ;
SID:015,5,APNA1B,RW17,EN142,HU,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,APNA1B,RW17,APNAD,HU,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,APNA1D,RW35,EVEKO,HU,P,C,E   , ,   ,CF, ,NN,HU,D, ,      ,3497,0122,3500,0130,+,06000,     ,07000, ,   ,    ,   ,HUEN,HU,P,A, , , , ;
SID:020,5,APNA1D,RW35,GABKU,HU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,APNA1D,RW35,ANVUT,HU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,APNA1D,RW35,EN351,HU,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,APNA1D,RW35,APNAD,HU,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BETA1B,RW17,AVEBI,HU,P,C,E   , ,   ,CF, ,NN,HU,D, ,      ,1705,0101,1700,0090,+,05000,     ,07000, ,   ,    ,   ,HUEN,HU,P,A, , , , ;
SID:020,5,BETA1B,RW17,EGSIM,HU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BETA1B,RW17,ETNAK,HU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
