SID:010,2,DIMI1A,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3180,    ,+,02500,     ,09000, ,   ,    ,   ,YNN,LG,D, ,B, , , ;
SID:020,2,DIMI1A,RW32,D306J,LG,P,C,EY  , ,   ,CF, ,YNN,LG,D, ,      ,3065,0100,3060,0090,+,04800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DIMI1A,RW32,YNN,LG,D, ,VY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,2,DIMI1A,RW32, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2860,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:050,2,DIMI1A,RW32,D331S,LG,P,C,E   , ,   ,CF, ,YNN,LG,D, ,      ,3310,0190,3310,0150,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,DIMI1A,RW32,DIMIS,LA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DIMI1B,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1380,    ,+,02300,     ,09000, ,   ,    ,   ,YNN,LG,D, ,B, , , ;
SID:020,2,DIMI1B,RW14,D133E,LG,P,C,E   , ,   ,CF, ,YNN,LG,D, ,      ,1330,0050,1330,0040,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DIMI1B,RW14,D133M,LG,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05700,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,2,DIMI1B,RW14,YNN,LG,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:050,2,DIMI1B,RW14,D331S,LG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,DIMI1B,RW14,DIMIS,LA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IBTI1A,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3180,    ,+,02500,     ,09000, ,   ,    ,   ,YNN,LG,D, ,B, , , ;
SID:020,2,IBTI1A,RW32,D306J,LG,P,C,EY  , ,   ,CF, ,YNN,LG,D, ,      ,3065,0100,3060,0090,+,04800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IBTI1A,RW32,YNN,LG,D, ,VY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,2,IBTI1A,RW32, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,2120,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:050,2,IBTI1A,RW32,IBTIN,LG,E,A,EEC , ,   ,CF, ,YNN,LG,D, ,      ,1669,0231,1670,0210,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IBTI1B,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1380,    ,+,02300,     ,09000, ,   ,    ,   ,YNN,LG,D, ,B, , , ;
SID:020,2,IBTI1B,RW14,D133E,LG,P,C,EY  , ,   ,CF, ,YNN,LG,D, ,      ,1330,0050,1330,0040,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IBTI1B,RW14, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1990,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,2,IBTI1B,RW14,D154N,LG,P,C,EY  , ,   ,CF, ,YNN,LG,D, ,      ,1540,0140,1540,0070,+,06500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,IBTI1B,RW14, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2120,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:060,2,IBTI1B,RW14,IBTIN,LG,E,A,EEC , ,   ,CF, ,YNN,LG,D, ,      ,1669,0231,1670,0060,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KAS1A,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3180,    ,+,02500,     ,09000, ,   ,    ,   ,YNN,LG,D, ,B, , , ;
SID:020,2,KAS1A,RW32,D306J,LG,P,C,EY  , ,   ,CF, ,YNN,LG,D, ,      ,3065,0100,3060,0090,+,04800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KAS1A,RW32,YNN,LG,D, ,VY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,2,KAS1A,RW32, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,3360,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:050,2,KAS1A,RW32,D021I,LG,P,C,E   , ,   ,CF, ,YNN,LG,D, ,      ,0208,0090,0210,0060,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
