SID:010,2,ADA1W,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2180,    ,+,00670,     ,10000, ,   ,    ,   ,HTY,LT,D,B, , , , ;
SID:020,2,ADA1W,RW22,HTY,LT,D,B,E   , ,   ,FA, ,HTY,LT,D, ,      ,0000,0000,2160,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ADA1W,RW22,HTY,LT,D,B,EY  ,L,   ,CF,Y,HTY,LT,D, ,      ,0000,0000,0040,0040,+,05000,     ,     ,-,204,    ,   , , , , , , , , ;
SID:040,2,ADA1W,RW22,ADA,LT,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ADA1X,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0380,    ,+,00670,     ,10000, ,   ,    ,   ,HTY,LT,D,B, , , , ;
SID:020,2,ADA1X,RW04,HTY,LT,D,B,E   , ,   ,FA, ,HTY,LT,D, ,      ,0000,0000,0290,    ,+,02600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ADA1X,RW04,HTY,LT,D,B,EY  ,R,   ,CF,Y,HTY,LT,D, ,      ,0000,0000,2290,0050,+,05000,     ,     ,-,204,    ,   , , , , , , , , ;
SID:040,2,ADA1X,RW04,ADA,LT,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ADA1Y,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2180,    ,+,00670,     ,10000, ,   ,    ,   ,HTY,LT,D, , , , , ;
SID:020,2,ADA1Y,RW22,HTY,LT,D, ,V   , ,   ,FA, ,HTY,LT,D, ,      ,0000,0000,2160,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ADA1Y,RW22,HTY,LT,D, ,VY  ,L,   ,CF,Y,HTY,LT,D, ,      ,0000,0000,0040,0040,+,05000,     ,     ,-,204,    ,   , , , , , , , , ;
SID:040,2,ADA1Y,RW22,ADA,LT,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ADA1Z,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0380,    ,+,00670,     ,10000, ,   ,    ,   ,HTY,LT,D, , , , , ;
SID:020,2,ADA1Z,RW04,HTY,LT,D, ,V   , ,   ,FA, ,HTY,LT,D, ,      ,0000,0000,0290,    ,+,02600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ADA1Z,RW04,HTY,LT,D, ,VY  ,R,   ,CF,Y,HTY,LT,D, ,      ,0000,0000,2290,0050,+,05000,     ,     ,-,204,    ,   , , , , , , , , ;
SID:040,2,ADA1Z,RW04,ADA,LT,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MILB1W,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2180,    ,+,00670,     ,10000, ,   ,    ,   ,HTY,LT,D,B, , , , ;
SID:020,2,MILB1W,RW22,HTY,LT,D,B,E   , ,   ,FA, ,ADA,LT,D, ,      ,1201,0626,2160,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MILB1W,RW22,HTY,LT,D,B,E   ,L,   ,CF,Y,ADA,LT,D, ,      ,1201,0626,0040,0040,+,05000,     ,     ,-,204,    ,   , , , , , , , , ;
SID:040,2,MILB1W,RW22,MILBA,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MILB1X,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0380,    ,+,00670,     ,10000, ,   ,    ,   ,HTY,LT,D,B, , , , ;
SID:020,2,MILB1X,RW04,HTY,LT,D,B,E   , ,   ,FA, ,ADA,LT,D, ,      ,1201,0626,0290,    ,+,02600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MILB1X,RW04,HTY,LT,D,B,EY  ,R,   ,CF,Y,ADA,LT,D, ,      ,1201,0626,2290,0050,+,05000,     ,     ,-,204,    ,   , , , , , , , , ;
SID:040,2,MILB1X,RW04,MILBA,LT,E,A,EE  ,R,   ,TF,Y, , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MILB1Y,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2180,    ,+,00670,     ,10000, ,   ,    ,   ,HTY,LT,D, , , , , ;
SID:020,2,MILB1Y,RW22,HTY,LT,D, ,V   , ,   ,FA, ,HTY,LT,D, ,      ,0000,0000,2160,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MILB1Y,RW22,HTY,LT,D, ,V   ,L,   ,CF,Y,HTY,LT,D, ,      ,0000,0000,0040,0040,+,05000,     ,     ,-,204,    ,   , , , , , , , , ;
SID:040,2,MILB1Y,RW22,MILBA,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MILB1Z,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0380,    ,+,00670,     ,10000, ,   ,    ,   ,HTY,LT,D, , , , , ;
SID:020,2,MILB1Z,RW04,HTY,LT,D, ,V   , ,   ,FA, ,HTY,LT,D, ,      ,0000,0000,0290,    ,+,02600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MILB1Z,RW04,HTY,LT,D, ,VY  ,R,   ,CF,Y,HTY,LT,D, ,      ,0000,0000,2290,0050,+,05000,     ,     ,-,204,    ,   , , , , , , , , ;
SID:040,2,MILB1Z,RW04,MILBA,LT,E,A,EE  ,R,   ,TF,Y, , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ADA1U,ALL,ADA,LT,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,HTY,LT,D, , , , , ;
STAR:020,2,ADA1U,ALL,D299J,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,ADA1U,ALL,HTY,LT,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,MILB1U,ALL,MILBA,LT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,HTY,LT,D, , , , , ;
STAR:020,2,MILB1U,ALL,D009J,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,MILB1U,ALL,HTY,LT,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,D,D04-Z, ,CF04,LT,P,C,E  I, ,   ,IF, ,HTY,LT,D, ,      ,2180,0140,    ,    ,+,04400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:015,D,D04-Z, ,70DME,LT,P,C,E S , ,   ,CF, ,HTY,LT,D, ,      ,2180,0070,0380,0070,+,02550,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D04-Z, ,FF04,LT,P,C,E  F, ,   ,CF, ,HTY,LT,D, ,      ,2180,0050,0380,0020,+,01810,     ,     , ,   ,-348,   ,HTY,LT,D, , ,0, ,S;
APPCH:030,D,D04-Z, ,MA04,LT,P,C,E  M, ,   ,CF, ,HTY,LT,D, ,      ,2180,0021,0380,0029, ,00744,     ,     , ,   ,-346,   , , , , , ,0, ,S;
