SID:010,2,BOBA1A,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,03500,     ,05000, ,   ,    ,   ,SRA,SA,D, , , , , ;
SID:020,2,BOBA1A,RW11, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0440,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BOBA1A,RW11,BOBAP,SA,E,A,EEC , ,   ,CF, ,SRA,SA,D, ,      ,0728,0306,0740,0250, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BOBA1C,RW11, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1080,    ,+,03500,     ,05000, ,   ,    ,   ,SAMR,SA,P,A, , , , ;
SID:020,5,BOBA1C,RW11,BOBAP,SA,E,A,EEC , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BOBA1E,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,04700,     ,05000, ,   ,    ,   ,SRA,SA,D, , , , , ;
SID:020,2,BOBA1E,RW29,SRA,SA,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BOBA1E,RW29,BOBAP,SA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BOBA1G,RW29, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2880,    ,+,04700,     ,05000, ,   ,    ,   ,SAMR,SA,P,A, , , , ;
SID:020,5,BOBA1G,RW29,BOBAP,SA,E,A,EEC ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DIGE1A,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1080,    ,+,05000,     ,05000, ,   ,    ,   ,SRA,SA,D, , , , , ;
SID:020,2,DIGE1A,RW11, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2560,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DIGE1A,RW11,DIGER,SA,E,A,EE  , ,   ,CF, ,SRA,SA,D, ,      ,2260,0300,2260,0200, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DIGE1C,RW11, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1080,    ,+,05000,     ,05000, ,   ,    ,   ,SAMR,SA,P,A, , , , ;
SID:020,5,DIGE1C,RW11,DIGER,SA,E,A,EE  ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DIGE1E,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2880,    ,+,04700,     ,05000, ,   ,    ,   ,SRA,SA,D, , , , , ;
SID:020,2,DIGE1E,RW29,SRA,SA,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DIGE1E,RW29,DIGER,SA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DIGE1G,RW29, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2880,    ,+,04700,     ,05000, ,   ,    ,   ,SAMR,SA,P,A, , , , ;
