I
1100 Version - data cycle 1911, build 20250921, metadata AwyXP1100. FMS
QUALM K3 11 WACCO K3 11 N 1  37   0 V190-V88
QUERY K1 11 WAIDE K1 11 N 1 150   0 V343
QUIGG  P 11 SANTA  P 11 N 1  55   0 B577
QUILL K7 11 SNEAD K7 11 N 1  20   0 V198
QUINT K1 11 ZAXUL K1 11 N 1  71   0 V336
QUIPS K6 11 ROLAF K6 11 N 1  35   0 V3-V39
QUIRT K1 11 RELAE K1 11 N 1 150   0 V298
QUNCY K7 11 RINSE K7 11 N 1  23   0 V521
QUNCY K7 11 ROGAN K7 11 N 1  40   0 V97
QUNCY K7 11 UTELE K7 11 N 1  40   0 V97
QUNCY K7 11 VASES K7 11 N 1  26   0 V521
RABAL  K 11 SEBIS  K 11 N 1 210   0 L454
RABAL  K 11 VINSO  K 11 N 1   0   0 M595
RABIK CY 11 TALNO CY 11 N 2 180 450 Q951
RACER K2 11 RENAE K2 11 N 1 130   0 V187
RACER K2 11 TESSY K2 11 N 1 120   0 V187
RACEY K6 11 SORRY K6 11 N 1  30   0 V3
RACYR K5 11 SCOTO K5 11 N 1  60   0 V11
RADDS K6 11 SEWEL K6 11 N 1  25   0 V139
RADDY K1 11 WUSVI K1 11 N 1 100   0 V187
RADIA K6 11 RELEE K6 11 N 1  60   0 V469
RADKY PA 11 UNEKY PA 11 N 1  70 175 T266
RADKY PA 11 WUBDO PA 11 N 1  70   0 A15
RADME K7 11 SAIML K7 11 N 1  20   0 V7
RADOM K2 11 ZCARR K2 11 N 1 120   0 V327-V562-V567
RAFEE  K 11 RAYAS  K 11 N 1  90   0 A516
RAFTO K4 11 VELCO K4 11 N 1  40   0 V212
RAGAR K3 11 YOZLE K3 11 N 1  50   0 V6
RAGDE  P 11 RAYOR  P 11 N 1   0   0 B596
RAGDE  P 11 RUDEE  P 11 N 1   0   0 B596
RAGER K6 11 WECOL K6 11 N 1  40   0 V273
RAGGS K2 11 ROWWN K2 11 N 1  51 175 T329
RAHAM K7 11 STRUD  K 11 N 1  20   0 BR1L
RAILE K2 11 YUBBA K2 11 N 1  50   0 V200
RAINE K5 11 SALES K5 11 N 1  35   0 V215
RAJAY MY 11 SKIPS K7 11 N 1 180 600 Y587
RAJAY MY 11 WOOZE MY 11 N 1 110   0 BR53V
RAKAP CY 11 HOCKE K5 11 N 1  60 175 T616
RAMIZ  P 11 RAYOR  P 11 N 1   0   0 B596
RAMJT  K 11 STIFF K7 11 N 1  80   0 A699
RAMJT  K 11 WOLFO  K 11 N 1 240 600 AR18
RAMPA PA 11 TOLLO PA 11 N 1  70   0 T234-V445
RAMRE K2 11 YARKU K2 11 N 1 130   0 V165
RANCK K2 11 RUDNY K2 11 N 1  62   0 V87
RANDE K6 11 STORE K6 11 N 1  40   0 V44
RANDO K5 11 WREST K5 11 N 1  30   0 V170
RANEY K1 11 WOMET K1 11 N 1 102   0 V343
RANGO K2 11 SIGNA K2 11 N 1 110   0 V200
RANSO K3 11 ZAMPO K3 11 N 1 100   0 V244
  RAP K3  3 BEEFY K3 11 N 1  50   0 V169
  RAP K3  3 CRETO K3 11 N 1  50   0 V26
  RAP K3  3 CURSE K3 11 N 1  60   0 V169
  RAP K3  3 JORNO K3 11 N 1  50   0 V491
  RAP K3  3 JSSCA K3 11 N 1  50 175 T288
  RAP K3  3 KEOTA K3 11 N 1  57 175 T286
  RAP K3  3 PACTO K3 11 N 1  80   0 T288-V86
  RAP K3  3 RULER K3 11 N 1  80   0 V26
  RAP K3  3 VIVID K3 11 N 2 180 450 J82
  RAP K3  3 ZAMBI K3 11 N 1  80   0 V536
RAPPS K7 11 STIFF K7 11 N 1  80 450 BR65V
RAPVY K7 11 YOAST K7 11 N 1  30   0 V296
RAPVY K7 11 ZUNIT K7 11 N 1  30   0 V296
RARES K1 11 TICKY K1 11 N 1  60   0 V287-V536
RARES K1 11 ZUBOR K1 11 N 1  60   0 V287-V536
RAROC K2 11 WNDEL K2 11 N 1 140   0 V452
RATTL  K 11 STRUD  K 11 N 1   0   0 G504
  RAV K6  3 HWANG K6 11 N 1  35   0 V170
  RAV K6  3 MORTO K6 11 N 1  40   0 V276
  RAV K6  3   SEG K6  3 N 1  40   0 V170
  RAV K6  3 SUZIE K6 11 N 2 180 450 J64-Q62
  RAV K6  3 VALLO K6 11 N 2 180 450 J64-Q62
  RAV K6  3 VAYRE K6 11 N 1  40   0 V276
RAVON K2 11 REANS K2 11 N 1 128   0 V264
RAVON K2 11 RRIZE K2 11 N 1  60   0 V264
RAXUE K3 11 SWAMP K3 11 N 1  36   0 V129
RAXUE K3 11 ZUNNI K3 11 N 1  36   0 V129
RAYME K2 11 SHOOP K2 11 N 1  85   0 V132
RAYME K2 11 TUMBL K2 11 N 1  68   0 V132
RAYMY K6 11 YUKES K6 11 N 1  55   0 V106
RAYNE K4 11 SWIFF K4 11 N 1  28   0 V552
RAYOP K4 11 SAFES K4 11 N 1  40   0 V543-V9
RAYOP K4 11 WAVEZ K4 11 N 1  40   0 V543-V9
RAYVO K7 11 SESUE K7 11 N 2 180 450 Q109
  RBA K3  3 JUDAA K3 11 N 1  26   0 V61
  RBG K1  3 ACONI K1 11 N 1  50   0 V448
  RBG K1  3 KOLER K1 11 N 1  80   0 V495
  RBG K1  3 MOPIO K1 11 N 1  70   0 V448
  RBG K1  3 MOURN K1 11 N 1  60   0 V121
  RBG K1  3 SOZKY K1 11 N 1  60   0 V121
  RBG K1  3 VAUGN K1 11 N 1  70   0 V495
  RBL K2  3 BEIRA K2 11 N 1  80   0 V23
  RBL K2  3 BURRS K2 11 N 1  30   0 V195
  RBL K2  3 GONGS K2 11 N 1  30   0 V195-V23
  RBL K2  3 GRENY K2 11 N 1  30   0 V25
  RBL K2  3 HANDY K1 11 N 2 180 450 J1-J126
  RBL K2  3 HOMAN K2 11 N 1  40   0 V25
  RBL K2  3 OBGEE K2 11 N 1  30   0 V199
  RBL K2  3   SAC K2  3 N 2 180 450 J126-J65
  RBL K2  3 SATNE K2 11 N 1  60   0 V332
  RBS K5  3 JARKE K5 11 N 2 180 350 J71
  RBS K5  3 JILLY K5 11 N 1  30   0 V227
  RBS K5  3 KENLA K5 11 N 1  30   0 V233
  RBS K5  3 LUDLO K5 11 N 1  26   0 V429
  RBS K5  3 NEWTT K5 11 N 1  25   0 V191
  RBS K5  3 SAYBA K5 11 N 1  26   0 V233
  RBS K5  3 SERCY K5 11 N 1  25   0 V429
  RBS K5  3   STL K3  3 N 2 180 350 J19
  RBS K5  3 TARPE K5 11 N 1  28   0 V191
  RBS K5  3 WEARS K5 11 N 1  26   0 V227
  RBV K6  3 BRAND K6 11 N 2 180 450 J191-J42
  RBV K6  3 CASVI K6 11 N 1  19   0 V276
  RBV K6  3 COBUS K6 11 N 1  20   0 V252
  RBV K6  3 COPES K6 11 N 2 180 450 J230
  RBV K6  3 JERYY K6 11 N 1  40   0 V249
  RBV K6  3 JOANI K6 11 N 2 180 450 J62
  RBV K6  3 KOPPS K6 11 N 1  26   0 V252
  RBV K6  3 KORRY K6 11 N 1  30   0 V123-V157-V213
  RBV K6  3 LAURN K6 11 N 2 180 450 J222-J42
  RBV K6  3 TYKES K6 11 N 1  20   0 V123-V157
  RBV K6  3 WARRD K6 11 N 1  30 100 V213
  RBX K7  3 ALGTR K7 11 N 1  80   0 V189
  RBX K7  3 NORTN K7 11 N 1  40   0 V266
  RDU K7  3 ARGAL K7 11 N 1  26   0 V615-V66
  RDU K7  3 BEAUU K7 11 N 2 180 450 J209
  RDU K7  3 CHAPL K7 11 N 1  24   0 V310-V45
  RDU K7  3 DUHAM K7 11 N 1  26   0 V136
  RDU K7  3 ESTMA K7 11 N 1  30   0 V3
  RDU K7  3 FRANZ K7 11 N 2 180 450 J209
  RDU K7  3 GURBE K7 11 N 1  30   0 V136
  RDU K7  3 GUSES K7 11 N 1  31   0 V194-V409
  RDU K7  3 HAKOK K7 11 N 2 180 450 J52-J55
  RDU K7  3 JIMAR K7 11 N 2 180 450 J207
  RDU K7  3 MOATS K7 11 N 1  25   0 V155-V3-V66
  RDU K7  3 STUKK K7 11 N 2 310 450 J207
  RDU K7  3 TUBAS K7 11 N 2 180 450 J52-J55
  RDU K7  3 WENDI K7 11 N 1  26   0 V45
  RDU K7  3 WIPER K7 11 N 1  23   0 V155
  RDU K7  3 ZEBUL K7 11 N 1  26   0 V194-V310
REANA K2 11 ROCCY K2 11 N 2 180 450 Q130
REANS K2 11 YUCCA K2 11 N 1 135   0 V264
REBBL K6 11 REXXY K6 11 N 2 180 450 Q436
REBBS K3 11 STEME K3 11 N 1  31   0 V14-V88
REBRG K2 11 SHIMR K2 11 N 2 180 450 Q9
  REC K6  3 JUNEY K6 11 N 1  50 120 V10
  REC K6  3 TALLS K6 11 N 1  41   0 V10
  REC K6  3 WILTT K6 11 N 1  45   0 V210
REDIN K2 11 SARGS K2 11 N 1  25   0 V165
REDLO K1 11 TOCUD K1 11 N 1 170   0 V465
REEBA PA 11 SATUE PA 11 N 1  40   0 T225-T229-V488-V531
REEDE  P 11 RICHH  P 11 N 1  50   0 A597
REEDE  P 11 WUVEN PG 11 N 1  50   0 A597
REEDS K3 11 WUTIB K3 11 N 1  40   0 V72
REEES K6 11 SCAPE K6 11 N 1  50 100 T299
REEES K6 11 TOMYD K6 11 N 1  50 100 T287
REEFY K5 11 RNAND K5 11 N 1  29   0 V45
REELL K7 11 TACKL K7 11 N 1  26 175 T321
REELL K7 11 TRREE K7 11 N 1  26 175 T292
REEPO K1 11 SUBKY K1 11 N 1  97   0 V2-V86
REIDE K7 11 YANCE K7 11 N 1  27   0 V266
REIDS K7 11 TRUET K7 11 N 1  20   0 V179
REIDS K7 11 WABIT K7 11 N 1  20   0 V179
REJOY K2 11 RYMAR K2 11 N 1  40   0 V6
RELAE K1 11 ZARKI K1 11 N 1 150   0 V298
RELAY K4 11 WRACK K4 11 N 1  22   0 V71
RELLI K7 11 SIGNL K7 11 N 1  70   0 V511
RELLI K7 11 THNDR K7 11 N 1  70   0 V511
REMIS  K 11 ROZZI  K 11 N 1   0 600 Y280
REMIS  K 11 ROZZI  K 11 N 2  60   0 Q100
RENAE K2 11 STRIM K2 11 N 1 110   0 V101
RENAH  K 11 WITOB  K 11 N 1 180 600 Y585
RENCE K1 11 ROAMS K1 11 N 1 100   0 V536
RENCO K2 11 TAFOY K2 11 N 1 100   0 V62
RENGO K1 11 SEVER K1 11 N 1  72   0 V187
RENRE K1 11 SENSE K1 11 N 1  88   0 V118
  REO K1  3 DERMT K2 11 N 2 290 450 J523
  REO K1  3 GASSI K2 11 N 2 190 450 J7
  REO K1  3 RENOL K1 11 N 1  94   0 V113
  REO K1  3   SDO K2  3 N 1 100   0 V113
RESEE  P 11 SYSTA  P 11 N 1  55 600 A450
RESGY K5 11 VENTU K5 11 N 1  26   0 V285
RESLE K1 11 SHONK K1 11 N 1  62   0 V257
RESPE K7 11 SWAPP K7 11 N 2 180 450 J89
RESPE K7 11 WUDEE K7 11 N 2 180 450 J89
RESTS K7 11 SUNET K7 11 N 1  80   0 V54
REVEN CY 11 TOPPS K6 11 N 2 180 450 Q947
REVER K6 11 SOSYO K6 11 N 1  20   0 V431
REVER K6 11 WAXEN K6 11 N 1  30   0 V3
  REX MM  3 PYRAN K4 11 N 1  20   0 V387
  RFD K5  3 DAVIS K5 11 N 1  29   0 V171
  RFD K5  3 GRIFT K5 11 N 1  28   0 V100
  RFD K5  3 LENAS K5 11 N 1  29   0 V100
  RFD K5  3 MIHAL K5 11 N 1  27   0 V63
  RFD K5  3 NOAHE K5 11 N 1  27   0 V171
  RFD K5  3 SHOOF K5 11 N 1  27   0 V128-V9
  RHI K5  3 CAYAN K5 11 N 1  44   0 V78
  RHI K5  3 CESSI K5 11 N 1  80   0 V191
  RHI K5  3 CRUMS K5 11 N 1  36   0 V217
  RHI K5  3 DADYE K5 11 N 1  35   0 V493
  RHI K5  3 FASUX K5 11 N 1  37   0 V78
  RHI K5  3 JAYME K5 11 N 1  36   0 V63
  RHI K5  3 PEPVY K5 11 N 1  45   0 V191
  RHI K5  3 PEWLE K5 11 N 1  60   0 V217
  RHI K5  3 YANUT K5 11 N 1   0   0 V63
RIBIR CY 11 ALVUS K5 11 N 1  30   0 V300
RIBIR CY 11 NAASH K5 11 N 1  30   0 V300
RICCO K1 11 UROCO K1 11 N 2 180 450 Q138
RICED K6 11 SARDI K6 11 N 1  40   0 V139-V268-V308
RICHD K1 11 SIEBE K1 11 N 1 130   0 V257
RICHE K7 11 TAYSO K7 11 N 1  40   0 V66
RICHE K7 11 ZUKUR K7 11 N 1  25   0 V37
RICHY K2 11 SPOOK K2 11 N 1 150   0 V113-V28
  RIC K6  3 CREWE K6 11 N 2 180 450 J14
  RIC K6  3 EPICS K6 11 N 1  20   0 V376
  RIC K6  3 JAGEM K7 11 N 2 180 450 J40
  RIC K6  3 MATOX K6 11 N 1  20   0 V157
  RIC K6  3 MELIA K6 11 N 1  20   0 V20
  RIC K6  3 NEMAN K6 11 N 1  20   0 V38
  RIC K6  3 NKKIE K7 11 N 2 180 450 J165
  RIC K6  3 ROOKY K6 11 N 1  21   0 V38
  RIC K6  3 SVILL K6 11 N 1  20   0 V157-V16-V20
  RIC K6  3 VIPKE K6 11 N 2 180 450 J14
  RIC K6  3 ZITTO K6 11 N 2 180 450 J52
RICKX K4 11 TROVE K7 11 N 2 180 450 Q66
RIDDY K5 11 UXZOR K5 11 N 1  50   0 V190
RIDJE K2 11 TOMSN K2 11 N 2 180 450 J56
  RID K5  3 ZESOD K5 11 N 1  28  80 T213
RIDLL  P 11 SHAWS  P 11 N 1  60   0 G339
RIEKE K5 11 WOOST K5 11 N 2 180 450 J34
RIELE K7 11 TEEEM K7 11 N 2 180 450 Q109
RIFLE K6 11 SHLEP K6 11 N 2 180 450 J62
RIGBY K1 11 SABAT K1 11 N 1  80   0 V365
RIGCY K7 11 UBABY K7 11 N 1  30   0 V11
RIGGL K5 11 WORDY K5 11 N 2 180 350 J84
RIGID K6 11 TRIKY K6 11 N 1  90   0 V141
RIGYA K4 11 WOLUR K4 11 N 1  30   0 V15
  RIL K2  3 COMFR K2 11 N 1 134   0 V8
  RIL K2  3 HORST K2 11 N 1 132   0 V8
  RIL K2  3 NOVJO K2 11 N 1 124   0 V220
  RIL K2  3 SLOLM K2 11 N 1 124   0 V220
RIMBA K6 11 SAGES K6 11 N 1  64   0 V292
RIMZO K7 11 WUNET K7 11 N 1  24   0 V18-V417
RIPPI K7 11 WOGOM K7 11 N 1  30   0 V179
RIRCO K3 11 STUCK K3 11 N 1  45   0 V181
RISON K4 11 ZAMTU K4 11 N 1  20   0 V69
RITTY K6 11 ROCOY K6 11 N 1  50   0 T221-V149
RIVVA PA 11 TOSIN PA 11 N 1  60   0 V482
  RIW K1  3 ARUXY K1 11 N 1  88   0 V330
  RIW K1  3 FETIK K1 11 N 1  96   0 V187-V85
  RIW K1  3 HONOX K1 11 N 1 120   0 V187
  RIW K1  3 HUNTZ K1 11 N 1  90   0 V138
  RIW K1  3 JUMKO K1 11 N 1  85   0 V330-V85
RIXIE K3 11 WIDIS K3 11 N 1  28   0 V148
RIYNO K2 11 SLOLM K2 11 N 1 130   0 V134-V220-V591
  RKA K6  3 CODDI K6 11 N 1 100   0 V433
  RKA K6  3 KODEY K6 11 N 2 180 450 J190
  RKA K6  3 MILID K6 11 N 1  40   0 V542
  RKA K6  3 OXFOR K6 11 N 1  40   0 V542
  RKA K6  3 SHERB K6 11 N 1  40   0 V433-V483
RKDIA  K 11 SEAVR  K 11 N 1  55 600 L576
  RLG K2  3 ALLAN K2 11 N 1 160   0 V361
  RLG K2  3 DOBEE K2 11 N 1 165   0 V328
  RLG K2  3 FOTTY K2 11 N 1 140   0 V361-V421
  RLG K2  3 GUVYU K2 11 N 1 130   0 V220-V328
  RLG K2  3 HABUX K2 11 N 1 134   0 V8
  RLG K2  3 HETGI K2 11 N 1 129   0 V421
  RLG K2  3 HYGEN K2 11 N 1 170   0 V220
  RLG K2  3 JESIE K2 11 N 1 146   0 V200-V591
  RLG K2  3 PENEY K2 11 N 1 155   0 V8
  RLY K1  3 ALVIL K1 11 N 1  70   0 V319
  RLY K1  3 CHAPY K1 11 N 1  80   0 V324
  RLY K1  3 RANKK K1 11 N 1 110   0 V401
  RLY K1  3 ZURNA K1 11 N 1  96   0 V319
  RMG K7  3 CALCO K7 11 N 2 180 450 J66
  RMG K7  3 ERLIN K7 11 N 1  40   0 V333
  RMG K7  3 GORGO K7 11 N 1  40   0 V415-V417
  RMG K7  3 JIXGU K7 11 N 1  40   0 V333
  RMG K7  3 TIROE K7 11 N 1  40  70 V154
  RMG K7  3 YESVU K7 11 N 1  56   0 V415-V417
RNDLY  K 11 SMTTY  K 11 N 1   0   0 L463
  RNL K6  3 FRETT K6 11 N 1  65   0 V290
  RNL K6  3 LAFOR K6 11 N 1  51   0 V260
  RNL K6  3 VUTCU K6 11 N 1  60   0 V260
RNTRY  K 11 SEBUG  K 11 N 1   0   0 L464
  ROA K6  3 BUFIY K6 11 N 1  53   0 V16
  ROA K6  3 CASTE K6 11 N 1  60   0 V260
  ROA K6  3 COVEY K6 11 N 1  60   0 V103
  ROA K6  3 DEWET K6 11 N 1  54   0 V258
  ROA K6  3 FOSER K6 11 N 1  50   0 V375
  ROA K6  3 GOOZE K6 11 N 1  50   0 V16-V260
  ROA K6  3 SPRAT K6 11 N 1  60   0 V473
  ROA K6  3 TABER K6 11 N 1  56   0 V103
  ROA K6  3 ZOOMS K6 11 N 1  64   0 V258
ROAMS K1 11 ZEMAB K1 11 N 1 100   0 V536
ROAST K6 11 VINNY K6 11 N 1  90   0 V457-V93
ROBBB  K 11 STERN  K 11 N 1   0 600 Y493
ROBBB  K 11 TUBBS  K 11 N 1   0 600 Y493
ROBLL TJ 11 GAGDD  K 11 N 1 180 600 Y587
ROBNN K2 11 VISTA K2 11 N 1  77   0 V208-V458
ROCCA K1 11 TERRE K1 11 N 1  75   0 V257
ROCCA K1 11 ZELOR K1 11 N 1  80   0 V365
ROCCY K2 11 SARAF K2 11 N 2 180 450 Q96
ROCES PA 11 SOTGE PA 11 N 1  40 175 T273
ROCET PA 11 RUSOR UH 11 N 1 180 450 B241
  ROC K6  3 AIRCO K6 11 N 1  40   0 V31
  ROC K6  3 DINES K6 11 N 1  23   0 V483
  ROC K6  3 EHMAN K6 11 N 1  24   0 V510
  ROC K6  3 FAULT K6 11 N 1  40   0 V31-V34
  ROC K6  3 LORTH K6 11 N 1  23   0 V2
  ROC K6  3 MONCK K6 11 N 1  28   0 V2
ROCOW K6 11 ZANAK K6 11 N 1  60   0 V346
RODDS K2 11 WAPRE K2 11 N 1 130   0 V368
  ROD K5  3 BUTYN K5 11 N 1  30   0 V277
  ROD K5  3 CREEP K5 11 N 2 180 450 J39
  ROD K5  3 JECKA K5 11 N 2 180 450 J43
  ROD K5  3 KINDE K5 11 N 1  30   0 V47
  ROD K5  3 MECAN K5 11 N 2 230 450 J149
  ROD K5  3 OCASE K5 11 N 2 180 450 Q65
  ROD K5  3 RUSIA K5 11 N 1  28   0 V210
  ROD K5  3 TRAKK K5 11 N 2 180 450 J152
  ROD K5  3 TRUNC K5 11 N 1  30   0 V47
RODNY K5 11 ZORRO K5 11 N 1  24   0 V144
RODYY K6 11 YODAA K6 11 N 2 180 450 Q140
ROHDE K5 11 TARTO K5 11 N 1  33   0 V493
ROHHN PA 11 TAGER PA 11 N 1  40   0 V510
ROJAR PA 11 SKILA PA 11 N 1  24   0 V508
ROLAG K3 11 STARR K3 11 N 1  60   0 V171
ROLLS K4 11 WAXEY K4 11 N 1 110   0 V210-V507
ROMER K4 11 SILBE K4 11 N 1  25   0 V569
  ROM K2  3 OKEEF K2 11 N 1  65   0 V137
  ROM K2  3 RANCK K2 11 N 1  65   0 V485
  ROM K2  3 REDDE K2 11 N 1  60   0 V485
  ROM K2  3 ZURET K2 11 N 1  60   0 V137
ROMMY K7 11 TOOTS K7 11 N 1  20   0 V240
ROMMY K7 11 VICKI K7 11 N 1  20   0 V198
RONBE K2 11 TERRO K2 11 N 1 164   0 V160
RONDO K5 11 SPARR K5 11 N 1  32   0 V609
RONZZ K6 11 TOMCA K6 11 N 2 180 450 Q68
ROOFE  K 11 SICKL  K 11 N 1 150   0 L461
ROOKE K5 11 WESON K5 11 N 1  26   0 V11-V305-V47
ROOTY K1 11 WIPOG K1 11 N 1  64   0 V27
ROPBO K3 11 UGACU K3 11 N 1  29   0 V430
  ROR PT  2 AIBIE  P 11 N 1  60   0 M756
  ROR PT  2 ISGOG  P 11 N 1  65   0 R337
  ROR PT  2 KEONE  P 11 N 1  60   0 M756
ROSAR K5 11 YUMMY K6 11 N 1  69   0 V310
ROSEY K4 11 TATER K4 11 N 1  21   0 V194-V70
ROSII PA 11 TADUE PA 11 N 1  47 175 T282
ROSII PA 11 ZOSUM PA 11 N 1  34   0 V489
ROSOE K1 11 SHIMY K1 11 N 1  95   0 V365
ROSOE K1 11 WOKEN K1 11 N 1  95   0 V365
ROSSY K5 11 RUSIA K5 11 N 1  28   0 V210
ROTAN K4 11 WABVI K4 11 N 1  60   0 V62
ROTHM  K 11 SLEMA  K 11 N 1   0   0 M328
ROUGH K2 11 WUDIR K2 11 N 1 120   0 V210
ROUGH K2 11 YIKLO K2 11 N 1 120   0 V210
ROVER K4 11 VALLS K4 11 N 1  95   0 V527
ROWEL K7 11 TROCK K7 11 N 1  23   0 V157-V56
  ROX K3  3 CFRTQ K3 11 N 1  36   0 V175
  ROX K3  3 FALPA K3 11 N 1  29   0 V171
  ROX K3  3 TITUE K3 11 N 1  70   0 V175
ROYCO K7 11 TAALN K7 11 N 2 180 450 Q83
ROYOV K3 11 WURPU K3 11 N 1  30   0 V505
ROYYZ K5 11 VOSTK K5 11 N 2 180 450 Q118
ROZBO K7 11 WALLO K7 11 N 1  70   0 V56
  RQR K4  3 SNAKI K4 11 N 1  20   0 V114-V20
  RQR K4  3 VEILS K4 11 N 1  20   0 V114-V566
  RQR K4  3 VOODO K4 11 N 1  20   0 V20
  RQR K4  3 WAVEZ K4 11 N 1  20   0 V455
  RQZ K7  3 HATAS K7 11 N 1  30   0 V321
  RQZ K7  3 OWENT K7 11 N 1  37   0 V321
  RQZ K7  3 PRONE K7 11 N 1  40   0 V54
  RQZ K7  3 TANNE K7 11 N 1  29   0 V54
RRIVR K2 11 VAILE K2 11 N 1 140   0 V361-V421
  RRS K7  3 EGEST K7 11 N 1  23   0 V521-V7
  RRS K7  3 HAVSO K7 11 N 1  30   0 V241
  RRS K7  3 IVCOB K7 11 N 1  25   0 V7
  RRS K7  3 IVGIF K7 11 N 1  20   0 V241
  RRS K7  3 MALON K7 11 N 1  20   0 V521
  RRS K7  3 ZUTAG K7 11 N 1  60   0 V168
  RSK K2  3 BDROC K2 11 N 2 180 450 J15
  RSK K2  3 CHACO K2 11 N 1 100   0 V421
  RSK K2  3 COCAN K2 11 N 2 180 450 J64
  RSK K2  3 DERMA K2 11 N 1  83   0 V95
  RSK K2  3 DEXTR K2 11 N 2 180 450 J44
  RSK K2  3 FULLY K2 11 N 1  90   0 V210
  RSK K2  3 LRAIN K2 11 N 2 280 450 J110
  RSK K2  3 MARKE K2 11 N 1 163   0 V361
  RSK K2  3 MISSY K2 11 N 1  87   0 V187
  RSK K2  3 OTINS K2 11 N 1  90   0 V68
  RSK K2  3 PELDY K2 11 N 1  90   0 V210
  RSK K2  3 PLATA K2 11 N 1 100   0 V391-V68
  RSK K2  3 PUMPS K2 11 N 2 180 450 J15
  RSK K2  3 RGINA K2 11 N 2 180 450 J58
  RSK K2  3 RIZAL K2 11 N 1  92   0 V187
  RSK K2  3 TURLY K2 11 N 1  90   0 V368
  RSK K2  3   ZUN K2  3 N 2 180 450 J161
  RST K3  3 CORDY K3 11 N 1  30   0 V161-V82
  RST K3  3 DLANY K3 11 N 1  30   0 V170-V82
  RST K3  3 EGUPE K3 11 N 1  30   0 V411
  RST K3  3 EMORE K3 11 N 1  30   0 V24
  RST K3  3 FARVI K3 11 N 1  45   0 V503
  RST K3  3 GABDE K3 11 N 1  30   0 V398-V411
  RST K3  3 KASPR K3 11 N 1  30   0 V24-V398
  RST K3  3 LIYIK K3 11 N 1  30   0 V161
  RST K3  3 YESUR K3 11 N 1  35   0 V67
  RSW K7  3 CORFU K7 11 N 1  22   0 V35
  RSW K7  3 ERRIN K7 11 N 1  20   0 V35
  RSW K7  3 FORTL K7 11 N 1  23   0 V7
  RSW K7  3 HICUP K7 11 N 1  21   0 V225
  RSW K7  3 JICTI K7 11 N 1  20   0 V225
  RSW K7  3 KUBIC K7 11 N 2 180 450 J614-J75
  RSW K7  3 MARCI K7 11 N 2 180 450 J41
  RSW K7  3 MILES K7 11 N 1  20   0 V539
  RSW K7  3 PINTS K7 11 N 1  20   0 V579
  RSW K7  3 RUTHY K7 11 N 1  23   0 V521
  RSW K7  3 SERFS K7 11 N 1  26   0 V7
  RSW K7  3   SRQ K7  3 N 2 180 450 J614
  RSW K7  3 TEPEE K7 11 N 2 180 450 J75
  RSW K7  3 TIRTE K7 11 N 1  30   0 V599
  RSW K7  3 VASES K7 11 N 1  26   0 V521
RTLRY K7 11 SHAKK K7 11 N 1  32 175 T293
RUBII K2 11 SPRUZ K2 11 N 2 230 450 J158
RUBII K2 11 TOYBE K2 11 N 2 230 450 J158
RUBKI CY 11 DAYYY K5 11 N 2 180 450 Q140
RUBKI CY 11 MEDAV K6 11 N 2 180 450 Q140
RUBYS K7 11 TYBEE K7 11 N 1 110   0 V1
RUDLI  K 11 SEBIS  K 11 N 1   0   0 M593
RUKTE K4 11 TASNE K4 11 N 1  60   0 V102
RULER K3 11 WILDA K1 11 N 1 130   0 V26
RUMFO  K 11 SUMAC  K 11 N 1   0 600 Y443
RUMFO  K 11 WEDER K7 11 N 1   0 600 Y374
RUMMM  K 11 SEAGL  K 11 N 1  40 450 M345
RUMUE K5 11 WELKO K5 11 N 1  40   0 V26
RUSLL K5 11 SIMMN K5 11 N 1  26   0 V172
RUTEL K7 11 YIBYI K7 11 N 1  45   0 V454-V70
RUTHY K7 11 WINCO K7 11 N 1  30   0 V521
RUTOC  K 11 SUMAC  K 11 N 1   0 600 Y280
RUTOC  K 11 VENDS  K 11 N 1   0 600 Y304
RUUTH K6 11 WILJR K6 11 N 1  40   0 V479
  RWF K3  3 COMOS K3 11 N 1  28   0 V148
  RWF K3  3 DRAIL K3 11 N 1  28   0 V412
  RWF K3  3 FITAS K3 11 N 1  36   0 V175
  RWF K3  3 GOPEC K3 11 N 1  34   0 V175
  RWF K3  3 HARPI K3 11 N 2 180 450 J34
  RWF K3  3 JOVIR K3 11 N 1  38   0 V24-V398
  RWF K3  3 JUNES K3 11 N 1  50   0 V26
  RWF K3  3 KUKGE K3 11 N 1  34   0 V24-V398
  RWF K3  3 OSHOF K3 11 N 1  30   0 V26
  RWF K3  3 PILIY K3 11 N 1  37   0 V148
  RWO PA  2 JOGMO PA 11 N 1 100   0 G2
  RWO PA  2 WIDTH PA 11 N 1  90   0 G10
RYANN K2 11 YERIN K2 11 N 1 100   0 V105-V564
RYANN K2 11 YERIN K2 11 N 2 180 450 J92
RYANS K5 11 UNCKL K5 11 N 2 180 450 J6
RYLIE K3 11 SELLS K2 11 N 2 210 450 J154
RYTHM K4 11 TICKS K4 11 N 1  20   0 V70
  RZC K4  3 BOYLE K4 11 N 1  37   0 V13
  RZC K4  3 CATEX K4 11 N 1  34   0 V140
  RZC K4  3 COODY K4 11 N 2 180 450 J182
  RZC K4  3 GAMPS K4 11 N 1  35   0 V527-V63
  RZC K4  3 INOTE K4 11 N 1  40   0 V63
  RZC K4  3 JAMDO K4 11 N 1  34   0 V140
